gov_id,imdb_id,week_label,crawl_date,imdb_rating,tomatoes_rating,metacritic_rating,source,update_at,gov_title_zh
26514,tt0104652,2025W41,2025-10-28 12:28:53,7.7/10,96%,83/100,omdb,2025/10/28 12:30,紅豬
26514,tt0104652,2025W43,2025-10-26 22:22:31,7.7/10,96%,83/100,omdb,2025/10/28 12:31,紅豬
