gov_id,imdb_id,week_label,crawl_date,imdb_rating,tomatoes_rating,metacritic_rating,source,update_at,gov_title_zh
29882,tt37093338,2025W41,2025-10-28 12:29:01,,,,omdb,2025/10/28 12:30,進行曲
29882,tt37093338,2025W43,2025-10-26 22:22:47,,,,omdb,2025/10/28 12:31,進行曲
