gov_id,imdb_id,week_label,crawl_date,imdb_rating,tomatoes_rating,metacritic_rating,source,update_at,gov_title_zh
31796,tt10996076,2025W41,2025-10-28 12:29:57,,,,omdb,2025/10/28 12:30,傲嬌公主的奇幻冒險
31796,tt10996076,2025W43,2025-10-26 23:51:38,,,,omdb,2025/10/28 12:31,傲嬌公主的奇幻冒險
