gov_id,imdb_id,week_label,crawl_date,imdb_rating,tomatoes_rating,metacritic_rating,source,update_at,gov_title_zh
31777,tt13650700,2025W41,2025-10-28 12:29:54,6.2/10,36%,43/100,omdb,2025/10/28 12:30,奇幻導航
31777,tt13650700,2025W43,2025-10-26 22:24:30,6.2/10,36%,43/100,omdb,2025/10/28 12:31,奇幻導航
