gov_id,imdb_id,week_label,crawl_date,imdb_rating,tomatoes_rating,metacritic_rating,source,update_at,gov_title_zh
32112,tt4968738,2025W43,2025-10-26 22:25:03,,,,omdb,2025/10/28 12:31,風林火山
