gov_id,imdb_id,week_label,crawl_date,imdb_rating,tomatoes_rating,metacritic_rating,source,update_at,gov_title_zh
17126,tt11810546,2025W43,2025-10-26 22:22:18,7.1/10,,,omdb,2025/10/28 12:31,幻愛
