gov_id,imdb_id,week_label,crawl_date,imdb_rating,tomatoes_rating,metacritic_rating,source,update_at,gov_title_zh
30062,tt14197038,2025W43,2025-10-26 23:14:27,4.6/10,,,omdb,2025/10/28 12:31,鬼吹簫
