gov_id,imdb_id,week_label,crawl_date,imdb_rating,tomatoes_rating,metacritic_rating,source,update_at,gov_title_zh
30021,tt28479262,2025W43,2025-10-26 22:22:48,7.6/10,97%,83/100,omdb,2025/10/28 12:31,辛辛監獄劇團
