gov_id,imdb_id,week_label,crawl_date,imdb_rating,tomatoes_rating,metacritic_rating,source,update_at,gov_title_zh
16264,tt0094625,2025W41,2025-10-28 12:28:47,8.0/10,91%,68/100,omdb,2025/10/28 12:30,阿基拉
