gov_id,imdb_id,week_label,crawl_date,imdb_rating,tomatoes_rating,metacritic_rating,source,update_at,gov_title_zh
27106,tt35504309,2025W43,2025-10-26 23:11:21,,,,omdb,2025/10/28 12:31,
