gov_id,week_range,amount,tickets,total_amount,total_tickets,rate,theater_count,fetch_date
31842,2025-09-29~2025-10-05,797747.0,2913,797747.0,2913,0.0,75,2025-10-29
31842,2025-10-06~2025-10-12,1228374.0,4626,2026121.0,7539,0.5398039729387889,75,2025-10-29
31842,2025-10-13~2025-10-19,250288.0,945,2276409.0,8484,-0.7962444662619039,70,2025-10-29
31842,2025-10-20~2025-10-26,131759.0,445,2408168.0,8929,-0.4735704468452343,39,2025-10-29
