gov_id,week_label,week_range,amount,tickets,total_amount,total_tickets,rate,theater_count,fetch_date
31776,2025W43,2025-09-29~2025-10-05,23489.0,100,23489.0,100,0.0,22,2025-10-28
31776,2025W43,2025-10-06~2025-10-12,18355.0,82,41844.0,182,-0.21857039465281622,22,2025-10-28
31776,2025W43,2025-10-13~2025-10-19,0.0,0,41844.0,182,-1.0,1,2025-10-28
