gov_id,week_range,amount,tickets,total_amount,total_tickets,rate,theater_count,fetch_date
31662,2025-09-22~2025-09-28,99931.0,400,99931.0,400,0.0,17,2025-10-29
31662,2025-09-29~2025-10-05,77538.0,318,177469.0,718,-0.2240846183866868,17,2025-10-29
31662,2025-10-06~2025-10-12,2840.0,13,180309.0,731,-0.9633727978539555,2,2025-10-29
31662,2025-10-13~2025-10-19,1320.0,6,181629.0,737,-0.5352112676056338,1,2025-10-29
