gov_id,week_range,amount,tickets,total_amount,total_tickets,rate,theater_count,fetch_date
31158,2025-09-01~2025-09-07,467552.0,1758,467552.0,1758,0.0,38,2025-10-29
31158,2025-09-08~2025-09-14,503703.0,1929,971255.0,3687,0.07731974197522415,38,2025-10-29
31158,2025-09-15~2025-09-21,140018.0,525,1111273.0,4212,-0.7220226998846543,31,2025-10-29
31158,2025-09-22~2025-09-28,16098.0,66,1127371.0,4278,-0.8850290676912969,9,2025-10-29
31158,2025-09-29~2025-10-05,2000.0,8,1129371.0,4286,-0.8757609640949187,2,2025-10-29
31158,2025-10-06~2025-10-12,0.0,0,1129371.0,4286,-1.0,1,2025-10-29
