gov_id,title_zh,release_round,release_start,release_end,release_days,total_weeks,total_amount,total_tickets,avg_amount_per_week,avg_tickets_per_week,peak_amount,peak_amount_week,peak_theater_count,avg_theater_count,amount_growth_rate,decline_rate_mean,decline_rate_last,is_long_tail,status,is_re_release,release_initial_date,update_at
16264,阿基拉,31,2022-12-12,2023-01-08,28,4,0.0,0.0,0.0,0.0,0.0,2022-12-12~2022-12-18,0,0.0,,0.0,0.0,False,下檔,True,2020-06-22,2025-10-28 18:37:33
16264,阿基拉,32,2023-01-09,2023-02-05,28,4,0.0,0.0,0.0,0.0,0.0,2023-01-09~2023-01-15,0,0.0,,0.0,0.0,False,下檔,True,2020-06-22,2025-10-28 18:37:33
16264,阿基拉,33,2023-02-06,2023-03-05,28,4,0.0,0.0,0.0,0.0,0.0,2023-02-06~2023-02-12,0,0.0,,0.0,0.0,False,下檔,True,2020-06-22,2025-10-28 18:37:33
16264,阿基拉,34,2023-03-06,2023-04-02,28,4,0.0,0.0,0.0,0.0,0.0,2023-03-06~2023-03-12,0,0.0,,0.0,0.0,False,下檔,True,2020-06-22,2025-10-28 18:37:33
16264,阿基拉,35,2023-04-03,2023-04-30,28,4,0.0,0.0,0.0,0.0,0.0,2023-04-03~2023-04-09,0,0.0,,0.0,0.0,False,下檔,True,2020-06-22,2025-10-28 18:37:33
16264,阿基拉,36,2023-05-01,2023-05-28,28,4,0.0,0.0,0.0,0.0,0.0,2023-05-01~2023-05-07,0,0.0,,0.0,0.0,False,下檔,True,2020-06-22,2025-10-28 18:37:33
16264,阿基拉,37,2023-05-29,2023-06-25,28,4,0.0,0.0,0.0,0.0,0.0,2023-05-29~2023-06-04,0,0.0,,0.0,0.0,False,下檔,True,2020-06-22,2025-10-28 18:37:33
16264,阿基拉,38,2023-06-26,2023-07-23,28,4,0.0,0.0,0.0,0.0,0.0,2023-06-26~2023-07-02,0,0.0,,0.0,0.0,False,下檔,True,2020-06-22,2025-10-28 18:37:33
16264,阿基拉,39,2023-07-24,2023-08-20,28,4,0.0,0.0,0.0,0.0,0.0,2023-07-24~2023-07-30,0,0.0,,0.0,0.0,False,下檔,True,2020-06-22,2025-10-28 18:37:33
16264,阿基拉,40,2023-08-21,2023-09-17,28,4,0.0,0.0,0.0,0.0,0.0,2023-08-21~2023-08-27,0,0.0,,0.0,0.0,False,下檔,True,2020-06-22,2025-10-28 18:37:33
16264,阿基拉,41,2023-09-18,2023-11-26,70,10,5335.0,25.0,533.5,2.5,2710.0,2023-10-30~2023-11-05,1,0.2,,-0.2,0.0,False,下檔,True,2020-06-22,2025-10-28 18:37:33
