gov_id,title_zh,release_round,is_re_release,official_release_date,release_start,release_end,release_days,total_weeks,active_weeks,total_amount,total_tickets,avg_amount_per_week,avg_tickets_per_week,peak_amount,peak_amount_week,peak_theater_count,avg_theater_count,second_week_amount_growth_rate,decline_rate_mean,decline_rate_last,is_long_tail,status,release_initial_date,update_at,momentum_score,promotion_urgency_score,early_decline_weeks,long_tail_weeks,momentum_status,promotion_level,avg_ticket_price
31128,窒友梅根 2.0,1,False,2025-06-27,2025-06-23,2025-08-17,56,8,8,12288830.0,45709.0,1536103.75,5713.62,4992761.0,2025-06-23~2025-06-29,90,43.25,-0.583,-0.489,-0.396,False,下檔,2025-06-23,2025-10-31 03:06:37,-0.798,8.68,7,2,衰退,需行動,268.85
31128,窒友梅根 2.0,2,True,2025-06-27,2025-09-08,2025-10-12,35,5,5,87265.0,808.0,17453.0,161.6,40305.0,2025-09-15~2025-09-21,2,1.4,1.259,-0.12,-0.675,False,下檔,2025-06-23,2025-10-31 03:06:37,-0.903,9.1,3,2,衰退,需行動,108.0
31158,黑白線人,1,False,2025-09-05,2025-09-01,2025-10-05,35,5,5,1129371.0,4286.0,225874.2,857.2,503703.0,2025-09-08~2025-09-14,38,23.6,-0.538,-0.481,-0.876,False,下檔,2025-09-01,2025-10-31 03:06:37,-0.986,9.91,3,2,衰退,需行動,263.5
31159,皇家保姆亞瑟,1,False,2025-10-03,2025-09-29,2025-10-26,28,4,4,164835.0,644.0,41208.75,161.0,83803.0,2025-09-29~2025-10-05,18,11.25,-0.661,-0.303,-0.122,False,上映中,2025-09-29,2025-10-31 03:06:37,-0.895,8.68,3,2,衰退,需行動,255.95
31186,超人,1,False,2025-07-08,2025-07-07,2025-10-26,112,16,15,87892320.0,299708.0,5859488.0,19980.53,39777558.0,2025-07-07~2025-07-13,95,39.07,-0.4,-0.406,-0.235,True,上映中,2025-07-07,2025-10-31 03:06:37,-0.747,6.27,2,2,衰退,注意,293.26
31190,電影哆啦A夢：大雄的繪畫世界物語,1,False,2025-07-18,2025-07-14,2025-10-26,105,15,15,58216480.0,225874.0,3881098.67,15058.27,13994814.0,2025-07-21~2025-07-27,86,45.47,-0.534,-0.213,0.973,True,上映中,2025-07-14,2025-10-31 03:06:37,-0.515,4.98,0,3,衰退,注意,257.74
31191,病毒,1,False,2025-09-19,2025-09-15,2025-10-12,28,4,4,783935.0,3211.0,195983.75,802.75,489419.0,2025-09-15~2025-09-21,68,40.75,-0.768,-0.584,-0.988,False,下檔,2025-09-15,2025-10-31 03:06:37,-0.999,9.99,3,2,衰退,需行動,244.14
31201,壞蛋聯盟 2,1,False,2025-07-26,2025-07-21,2025-10-26,98,14,13,17427317.0,67838.0,1340562.85,5218.31,5426184.0,2025-08-04~2025-08-10,91,33.08,28.322,7.89,1.541,True,上映中,2025-07-21,2025-10-31 03:06:37,18.227,0.0,0,3,成長中,正常,256.9
31251,藍色小精靈大電影,1,False,2025-07-18,2025-07-14,2025-09-07,56,8,8,4127052.0,16157.0,515881.5,2019.62,1578156.0,2025-07-14~2025-07-20,82,36.38,-0.612,-0.248,-0.917,False,下檔,2025-07-14,2025-10-31 03:06:37,-0.807,8.8,1,2,衰退,需行動,255.43
31251,藍色小精靈大電影,2,True,2025-07-18,2025-10-06,2025-10-26,21,3,3,22575.0,301.0,7525.0,100.33,11250.0,2025-10-06~2025-10-12,1,1.0,-0.467,-0.193,-0.112,False,上映中,2025-07-14,2025-10-31 03:06:37,-0.527,0.0,2,2,衰退,正常,75.0
31301,我在荒野做了一場夢,1,False,2025-08-22,2025-08-18,2025-10-26,70,10,10,3383203.0,13954.0,338320.3,1395.4,611002.0,2025-08-25~2025-08-31,23,12.8,-0.527,-0.197,-0.475,False,上映中,2025-08-18,2025-10-31 03:06:37,-0.596,6.61,8,6,衰退,注意,242.45
31305,世紀編舞大師,1,False,2025-09-05,2025-09-01,2025-10-26,56,8,8,247806.0,1185.0,30975.75,148.12,107319.0,2025-09-08~2025-09-14,12,4.62,-0.237,-0.142,0.307,False,上映中,2025-09-01,2025-10-31 03:06:37,-0.654,4.99,0,2,衰退,注意,209.12
31329,全知讀者視角,1,False,2025-07-21,2025-07-21,2025-10-26,98,14,13,78361652.0,285027.0,6027819.38,21925.15,30799172.0,2025-07-21~2025-07-27,96,44.38,-0.232,-0.192,2.688,True,上映中,2025-07-21,2025-10-31 03:06:37,3.646,0.0,0,2,成長中,正常,274.93
31352,驚奇4超人：第一步,1,False,2025-07-23,2025-07-21,2025-09-28,70,10,10,70670296.0,238372.0,7067029.6,23837.2,37314335.0,2025-07-21~2025-07-27,93,50.3,-0.61,11.841,123.591,False,下檔,2025-07-21,2025-10-31 03:06:37,1.467,0.0,0,2,成長中,正常,296.47
31355,電影蠟筆小新：超華麗！灼熱的春日部舞者們,1,False,2025-08-22,2025-08-18,2025-10-26,70,10,10,50426337.0,190739.0,5042633.7,19073.9,21110142.0,2025-08-25~2025-08-31,86,61.3,-0.429,-0.26,0.243,False,上映中,2025-08-18,2025-10-31 03:06:37,-0.556,6.49,0,2,衰退,注意,264.37
31364,凶器,1,False,2025-08-08,2025-08-04,2025-10-19,77,11,11,25156397.0,90478.0,2286945.18,8225.27,10192343.0,2025-08-11~2025-08-17,82,35.64,9.236,1.658,-0.47,True,上映中,2025-08-04,2025-10-31 03:06:37,-0.686,6.81,9,2,衰退,注意,278.04
31365,劇場版「鬼滅之刃」無限城篇 第一章 猗窩座再襲,1,False,2025-08-06,2025-08-04,2025-10-26,84,12,12,825089308.0,2572681.0,68757442.33,214390.08,233117423.0,2025-08-11~2025-08-17,98,95.0,-0.057,-0.222,-0.075,True,上映中,2025-08-04,2025-10-31 03:06:37,-0.403,3.89,10,3,衰退,注意,320.71
31402,天作之合,1,False,2025-08-23,2025-08-18,2025-10-26,70,10,10,12721273.0,46032.0,1272127.3,4603.2,4523100.0,2025-09-01~2025-09-07,88,38.8,14.87,5.074,-0.6,False,上映中,2025-08-18,2025-10-31 03:06:37,-0.893,9.05,7,2,衰退,需行動,276.36
31474,角頭－鬥陣欸,1,False,2025-08-21,2025-08-18,2025-10-26,70,10,10,188415643.0,687768.0,18841564.3,68776.8,77145573.0,2025-08-18~2025-08-24,96,70.7,-0.54,-0.448,-0.392,False,上映中,2025-08-18,2025-10-31 03:06:37,-0.818,8.38,9,2,衰退,需行動,273.95
31502,怪奇寶貝,1,False,2025-09-05,2025-09-01,2025-10-19,49,7,6,695393.0,2771.0,115898.83,461.83,396312.0,2025-09-01~2025-09-07,64,26.0,-0.724,-0.474,0.0,False,上映中,2025-09-01,2025-10-31 03:06:37,9.929,0.0,0,2,成長中,正常,250.95
31507,一兆$遊戲　劇場版,1,False,2025-08-15,2025-08-11,2025-10-26,77,11,10,1590048.0,6283.0,159004.8,628.3,718276.0,2025-08-11~2025-08-17,24,9.2,-0.677,-0.249,0.903,True,上映中,2025-08-11,2025-10-31 03:06:37,7.0,0.0,0,2,成長中,正常,253.07
31520,龍之心-靈界探訪記-,1,False,2025-08-30,2025-08-25,2025-10-26,63,9,9,4830356.0,21294.0,536706.22,2366.0,1463221.0,2025-09-15~2025-09-21,25,14.11,0.752,1.185,-0.629,False,上映中,2025-08-25,2025-10-31 03:06:37,-0.888,9.05,5,3,衰退,需行動,226.84
31523,樂來越愛你,1,False,2025-09-12,2025-09-08,2025-10-26,49,7,7,4777799.0,13529.0,682542.71,1932.71,2172733.0,2025-09-08~2025-09-14,28,14.14,-0.631,-0.475,-0.427,False,上映中,2025-09-08,2025-10-31 03:06:38,-0.812,8.75,6,2,衰退,需行動,353.15
31531,詭鄉,1,False,2025-09-19,2025-09-15,2025-10-19,35,5,5,2823458.0,10547.0,564691.6,2109.4,1300019.0,2025-09-15~2025-09-21,60,39.2,-0.65,1.04,0.102,False,上映中,2025-09-15,2025-10-31 03:06:38,-0.899,9.21,0,2,衰退,需行動,267.7
31541,熱烈,1,False,2025-09-13,2025-09-08,2025-10-26,49,7,7,2262667.0,8836.0,323238.14,1262.29,764525.0,2025-09-22~2025-09-28,7,5.71,-0.952,1.848,-0.482,False,上映中,2025-09-08,2025-10-31 03:06:38,-0.811,8.23,4,2,衰退,需行動,256.07
31547,辣媽辣妹2,1,False,2025-08-18,2025-08-18,2025-10-12,56,8,8,9606265.0,35550.0,1200783.12,4443.75,3796318.0,2025-08-18~2025-08-24,81,41.88,-0.024,-0.488,-0.949,False,下檔,2025-08-18,2025-10-31 03:06:38,-0.974,9.84,7,2,衰退,需行動,270.22
31570,無名指,1,False,2025-09-19,2025-09-15,2025-10-26,42,6,5,899357.0,3740.0,179871.4,748.0,420162.0,2025-09-15~2025-09-21,60,29.8,-0.748,0.025,0.059,False,上映中,2025-09-15,2025-10-31 03:06:38,-0.187,4.59,0,2,穩定,注意,240.47
31596,厲陰宅：最終聖事,1,False,2025-09-03,2025-09-01,2025-10-26,56,8,8,61400959.0,208816.0,7675119.88,26102.0,21578472.0,2025-09-01~2025-09-07,92,70.62,-0.323,-0.421,-0.606,False,上映中,2025-09-01,2025-10-31 03:06:38,-0.896,9.05,7,2,衰退,需行動,294.04
31650,親愛的家人,1,False,2025-09-05,2025-09-01,2025-09-21,21,3,3,223574.0,952.0,74524.67,317.33,130522.0,2025-09-01~2025-09-07,49,34.67,-0.7,-0.427,-0.981,False,下檔,2025-09-01,2025-10-31 03:06:38,-0.987,0.0,2,2,衰退,正常,234.85
31651,永遠在一起,1,False,2025-09-26,2025-09-22,2025-10-26,35,5,5,2398633.0,9173.0,479726.6,1834.6,994676.0,2025-09-29~2025-10-05,61,37.0,-0.57,-0.437,-0.691,False,上映中,2025-09-22,2025-10-31 03:06:38,-0.95,9.64,3,2,衰退,需行動,261.49
31654,電影版小林家的龍女僕：害怕寂寞的龍,1,False,2025-09-09,2025-09-08,2025-10-26,49,7,7,7378463.0,26610.0,1054066.14,3801.43,2985943.0,2025-09-08~2025-09-14,67,39.0,-0.374,-0.442,-0.57,False,上映中,2025-09-08,2025-10-31 03:06:38,-0.897,9.27,6,2,衰退,需行動,277.28
31662,淒厲人師,1,False,2025-09-26,2025-09-22,2025-10-19,28,4,4,181629.0,737.0,45407.25,184.25,99931.0,2025-09-22~2025-09-28,17,9.25,-0.667,-0.431,-0.535,False,上映中,2025-09-22,2025-10-31 03:06:38,-0.983,9.78,3,2,衰退,需行動,246.44
31668,突破_三千米的泳氣,1,False,2025-10-03,2025-09-29,2025-10-26,28,4,4,5661033.0,23453.0,1415258.25,5863.25,2325489.0,2025-09-29~2025-10-05,58,50.0,-0.649,0.201,-0.534,False,上映中,2025-09-29,2025-10-31 03:06:38,-0.761,7.38,3,2,衰退,需行動,241.38
31670,搖籃凡世,1,False,2025-09-19,2025-09-15,2025-10-12,28,4,4,105506.0,453.0,26376.5,113.25,52061.0,2025-09-15~2025-09-21,15,9.0,-0.778,-0.375,-0.98,False,下檔,2025-09-15,2025-10-31 03:06:38,-0.981,9.85,3,2,衰退,需行動,232.91
31679,凌晨兩點的惡魔,1,False,2025-08-29,2025-08-25,2025-09-28,35,5,5,2713145.0,10460.0,542629.0,2092.0,1326395.0,2025-08-25~2025-08-31,73,41.2,-0.67,-0.502,-0.853,False,下檔,2025-08-25,2025-10-31 03:06:38,-0.954,9.73,4,2,衰退,需行動,259.38
31685,劇場版 咒術迴戰 懷玉・玉折,1,False,2025-09-05,2025-09-01,2025-10-26,56,8,8,30232489.0,104109.0,3779061.12,13013.62,9464676.0,2025-09-08~2025-09-14,86,63.38,-0.517,-0.336,-0.28,False,上映中,2025-09-01,2025-10-31 03:06:38,-0.797,8.47,6,3,衰退,需行動,290.39
31701,麵包超人電影版：小水滴的英雄！,1,False,2025-09-06,2025-09-01,2025-10-26,56,8,8,1308160.0,4981.0,163520.0,622.62,623427.0,2025-09-08~2025-09-14,33,15.38,4.961,2.025,-0.955,False,上映中,2025-09-01,2025-10-31 03:06:38,-0.992,9.96,6,2,衰退,需行動,262.63
31702,光,1,False,2025-10-03,2025-09-29,2025-10-26,28,4,4,137277.0,584.0,34319.25,146.0,59615.0,2025-10-06~2025-10-12,13,8.25,-0.549,-0.396,-0.98,False,上映中,2025-09-29,2025-10-31 03:06:38,-0.993,9.91,2,2,衰退,需行動,235.06
31704,陌路兄弟,1,False,2025-09-26,2025-09-22,2025-10-26,35,5,5,225901.0,1040.0,45180.2,208.0,126241.0,2025-09-22~2025-09-28,12,7.4,-0.823,-0.355,-0.083,False,上映中,2025-09-22,2025-10-31 03:06:38,-0.981,9.73,4,1,衰退,需行動,217.21
31712,劇場版 歌之☆王子殿下♪ TABOO NIGHT XXXX with Double Encore (QUARTET NIGHT version),1,False,2025-09-05,2025-09-01,2025-10-26,56,8,8,2056859.0,7695.0,257107.38,961.88,708575.0,2025-09-15~2025-09-21,16,9.25,413.23,120.502,0.37,False,上映中,2025-09-01,2025-10-31 03:06:38,-0.212,2.35,0,2,衰退,正常,267.3
31713,捏造：史上最惡殺人教師,1,False,2025-09-19,2025-09-15,2025-10-26,42,6,6,688939.0,2769.0,114823.17,461.5,324408.0,2025-09-15~2025-09-21,28,13.67,-0.681,-0.371,0.329,False,上映中,2025-09-15,2025-10-31 03:06:38,-0.915,9.52,0,2,衰退,需行動,248.8
31714,鋼琴之子,1,False,2025-09-19,2025-09-15,2025-10-26,42,6,6,170530.0,798.0,28421.67,133.0,80635.0,2025-09-22~2025-09-28,15,6.5,-0.425,-0.263,0.045,False,上映中,2025-09-15,2025-10-31 03:06:38,-0.527,6.63,0,2,衰退,注意,213.7
31715,致我所愛之人,1,False,2025-09-05,2025-09-01,2025-10-26,56,8,8,187534.0,821.0,23441.75,102.62,51634.0,2025-09-01~2025-09-07,9,3.25,-0.619,-0.216,-0.028,False,上映中,2025-09-01,2025-10-31 03:06:38,-0.441,4.94,4,3,衰退,注意,228.42
31745,血怨,1,False,2025-09-26,2025-09-22,2025-10-26,35,5,5,1206370.0,4505.0,241274.0,901.0,557642.0,2025-09-22~2025-09-28,51,25.4,-0.587,-0.505,-0.765,False,上映中,2025-09-22,2025-10-31 03:06:38,-0.979,9.9,4,2,衰退,需行動,267.78
31748,卡夫卡最後的愛,1,False,2025-09-27,2025-09-22,2025-10-26,35,5,4,185576.0,881.0,46394.0,220.25,95983.0,2025-10-06~2025-10-12,14,9.25,4.529,-0.254,-0.691,False,上映中,2025-09-22,2025-10-31 03:06:38,-0.792,6.38,2,2,衰退,注意,210.64
31760,鬼巫,1,False,2025-09-12,2025-09-08,2025-10-12,35,5,5,1160569.0,4651.0,232113.8,930.2,645419.0,2025-09-08~2025-09-14,67,33.4,-0.685,-0.586,-0.877,False,下檔,2025-09-08,2025-10-31 03:06:38,-0.983,9.97,4,2,衰退,需行動,249.53
31762,約見波布,1,False,2025-09-26,2025-09-22,2025-10-12,21,3,3,108045.0,506.0,36015.0,168.67,50143.0,2025-09-29~2025-10-05,15,12.0,-0.544,-0.241,-0.786,False,下檔,2025-09-22,2025-10-31 03:06:38,-0.772,0.0,1,2,衰退,正常,213.53
31767,醜得要命,1,False,2025-09-20,2025-09-15,2025-10-26,42,6,6,535651.0,2156.0,89275.17,359.33,213938.0,2025-09-22~2025-09-28,23,10.5,-0.356,-0.19,-0.563,False,上映中,2025-09-15,2025-10-31 03:06:38,-0.952,9.77,4,2,衰退,需行動,248.45
31769,大競走,1,False,2025-09-12,2025-09-08,2025-10-19,42,6,6,5034777.0,20336.0,839129.5,3389.33,2017935.0,2025-09-08~2025-09-14,81,42.67,-0.596,-0.46,-0.963,False,上映中,2025-09-08,2025-10-31 03:06:38,-0.99,9.89,5,2,衰退,需行動,247.58
31777,奇幻導航,1,False,2025-10-02,2025-09-29,2025-10-26,28,4,4,1839675.0,7149.0,459918.75,1787.25,1002765.0,2025-10-06~2025-10-12,76,56.0,9.611,4.105,-0.804,False,上映中,2025-09-29,2025-10-31 03:06:38,-0.872,7.75,2,2,衰退,需行動,257.33
31794,劇場版『鏈鋸人 蕾潔篇』,1,False,2025-09-19,2025-09-15,2025-10-26,42,6,6,186601793.0,603719.0,31100298.83,100619.83,49455153.0,2025-09-22~2025-09-28,94,78.33,153.878,59.989,0.182,False,上映中,2025-09-15,2025-10-31 03:06:38,-0.324,2.68,0,4,衰退,正常,309.09
31796,傲嬌公主的奇幻冒險,1,False,2025-09-20,2025-09-15,2025-10-26,42,6,6,788439.0,3218.0,131406.5,536.33,375702.0,2025-09-22~2025-09-28,35,16.83,4.443,2.6,-0.666,False,上映中,2025-09-15,2025-10-31 03:06:38,-0.942,9.72,4,2,衰退,需行動,245.01
31797,一戰再戰,1,False,2025-09-25,2025-09-22,2025-10-26,35,5,5,27515205.0,90081.0,5503041.0,18016.2,9353106.0,2025-09-22~2025-09-28,83,78.8,-0.436,-0.281,-0.354,False,上映中,2025-09-22,2025-10-31 03:06:38,-0.778,7.75,4,3,衰退,需行動,305.45
31799,電影版 神奇柑仔店 錢天堂,1,False,2025-09-26,2025-09-22,2025-10-26,35,5,5,3367093.0,12954.0,673418.6,2590.8,1381388.0,2025-09-22~2025-09-28,67,44.0,-0.582,-0.346,-0.239,False,上映中,2025-09-22,2025-10-31 03:06:38,-0.875,9.04,4,2,衰退,需行動,259.93
31801,鬼祭,1,False,2025-09-19,2025-09-15,2025-10-19,35,5,5,930378.0,3542.0,186075.6,708.4,519717.0,2025-09-15~2025-09-21,35,18.2,-0.721,-0.563,-0.744,False,上映中,2025-09-15,2025-10-31 03:06:38,-0.977,9.89,4,2,衰退,需行動,262.67
31805,阿蒙怎麼了？,1,False,2025-09-19,2025-09-15,2025-10-12,28,4,4,100968.0,446.0,25242.0,111.5,46103.0,2025-09-15~2025-09-21,13,8.0,-0.61,-0.441,-0.975,False,下檔,2025-09-15,2025-10-31 03:06:38,-0.992,9.9,3,2,衰退,需行動,226.39
31807,泥娃娃,1,False,2025-10-09,2025-10-06,2025-10-26,21,3,3,74659328.0,272408.0,24886442.67,90802.67,29107538.0,2025-10-13~2025-10-19,91,90.33,-0.295,20.838,-0.245,False,上映中,2025-10-06,2025-10-31 03:06:38,-0.068,0.0,1,3,穩定,正常,274.07
31808,夢想巨無霸,1,False,2025-10-03,2025-09-29,2025-10-26,28,4,4,2373457.0,9422.0,593364.25,2355.5,1011496.0,2025-10-06~2025-10-12,42,36.5,-0.401,-0.116,-0.211,False,上映中,2025-09-29,2025-10-31 03:06:38,-0.722,5.97,2,2,衰退,注意,251.91
31809,疾速營救,1,False,2025-09-26,2025-09-22,2025-10-26,35,5,5,1201846.0,4955.0,240369.2,991.0,590340.0,2025-09-22~2025-09-28,48,27.0,-0.611,-0.431,-0.243,False,上映中,2025-09-22,2025-10-31 03:06:38,-0.962,9.87,4,2,衰退,需行動,242.55
31810,十年,1,False,2025-10-10,2025-10-06,2025-10-26,21,3,2,73393.0,286.0,36696.5,143.0,52580.0,2025-10-06~2025-10-12,9,5.5,-0.83,0.0,0.0,False,上映中,2025-10-06,2025-10-31 03:06:38,0.0,0.0,1,1,穩定,正常,256.62
31835,沒好婚姻,1,False,2025-09-26,2025-09-22,2025-10-26,35,5,5,2944084.0,10923.0,588816.8,2184.6,1215205.0,2025-09-29~2025-10-05,40,28.6,-0.437,-0.293,-0.525,False,上映中,2025-09-22,2025-10-31 03:06:38,-0.869,8.84,3,2,衰退,需行動,269.53
31836,8號出口,1,False,2025-09-19,2025-09-15,2025-10-26,42,6,6,11339319.0,39076.0,1889886.5,6512.67,3919140.0,2025-09-15~2025-09-21,57,41.83,-0.608,-0.357,-0.494,False,上映中,2025-09-15,2025-10-31 03:06:38,-0.825,8.5,5,3,衰退,需行動,290.19
31842,蓋比的娃娃屋大電影,1,False,2025-10-03,2025-09-29,2025-10-26,28,4,4,2408168.0,8929.0,602042.0,2232.25,1228374.0,2025-10-06~2025-10-12,75,64.75,-0.34,-0.183,-0.474,False,上映中,2025-09-29,2025-10-31 03:06:38,-0.893,8.26,2,2,衰退,需行動,269.7
31863,他年她日,1,False,2025-09-29,2025-09-29,2025-10-26,28,4,4,10431380.0,38543.0,2607845.0,9635.75,5279145.0,2025-09-29~2025-10-05,98,93.75,-0.297,-0.401,-0.581,False,上映中,2025-09-29,2025-10-31 03:06:38,-0.885,8.72,3,2,衰退,需行動,270.64
31900,一百公尺。,1,False,2025-10-03,2025-09-29,2025-10-26,28,4,4,10529908.0,36872.0,2632477.0,9218.0,3672540.0,2025-10-06~2025-10-12,69,65.25,-0.235,0.062,-0.311,False,上映中,2025-09-29,2025-10-31 03:06:38,-0.467,3.15,2,4,衰退,注意,285.58
31904,陰陽眼見子,1,False,2025-09-30,2025-09-29,2025-10-26,28,4,4,291819.0,1161.0,72954.75,290.25,168618.0,2025-09-29~2025-10-05,20,13.0,-0.46,-0.499,-0.756,False,上映中,2025-09-29,2025-10-31 03:06:38,-0.969,9.65,3,2,衰退,需行動,251.35
32087,碰碰狐和貝貝彬歡唱電影：奇幻世界大冒險(國語版),1,False,2025-10-04,2025-09-29,2025-10-26,28,4,4,8327043.0,31012.0,2081760.75,7753.0,4036149.0,2025-10-06~2025-10-12,48,35.25,12.308,11.227,-0.272,False,上映中,2025-09-29,2025-10-31 03:06:38,-0.561,1.9,2,2,衰退,正常,268.51
32099,創：戰神,1,False,2025-10-08,2025-10-06,2025-10-26,21,3,3,36274294.0,112493.0,12091431.33,37497.67,19442221.0,2025-10-06~2025-10-12,95,94.0,-0.605,-0.294,-0.436,False,上映中,2025-10-06,2025-10-31 03:06:38,-0.688,0.0,2,2,衰退,正常,322.46
32103,狼來了,1,False,2025-10-09,2025-10-06,2025-10-26,21,3,3,465193.0,1916.0,155064.33,638.67,306617.0,2025-10-06~2025-10-12,62,44.33,-0.72,-0.485,-0.945,False,上映中,2025-10-06,2025-10-31 03:06:38,-0.973,0.0,2,1,衰退,正常,242.79
32111,徵人啟弒,1,False,2025-10-09,2025-10-06,2025-10-26,21,3,3,6188043.0,23722.0,2062681.0,7907.33,3200102.0,2025-10-06~2025-10-12,72,70.33,-0.631,-0.303,-0.553,False,上映中,2025-10-06,2025-10-31 03:06:38,-0.712,0.0,2,2,衰退,正常,260.86
32112,風林火山,1,False,2025-10-09,2025-10-06,2025-10-26,21,3,3,10848419.0,41141.0,3616139.67,13713.67,5558047.0,2025-10-06~2025-10-12,83,82.67,-0.634,-0.291,-0.512,False,上映中,2025-10-06,2025-10-31 03:06:38,-0.688,0.0,2,2,衰退,正常,263.69
32116,銀魂劇場版 2D 真選組動亂篇,1,False,2025-10-09,2025-10-06,2025-10-26,21,3,3,1652058.0,5431.0,550686.0,1810.33,1009490.0,2025-10-06~2025-10-12,10,10.0,-0.739,-0.383,-0.605,False,上映中,2025-10-06,2025-10-31 03:06:38,-0.82,0.0,2,1,衰退,正常,304.19
8873,橫山家之味,1,False,2018-06-08,2018-06-04,2018-07-01,28,4,4,226255.0,1090.0,56563.75,272.5,102590.0,2018-06-04~2018-06-10,2,1.75,-0.65,-0.387,-0.746,False,下檔,2018-06-04,2025-10-31 03:06:38,-0.904,8.89,3,2,衰退,需行動,207.57
8878,無人知曉的夏日清晨,1,False,2018-06-08,2018-06-04,2018-06-24,21,3,3,335230.0,1575.0,111743.33,525.0,152730.0,2018-06-11~2018-06-17,2,2.0,-0.547,-0.232,-0.751,False,下檔,2018-06-04,2025-10-31 03:06:38,-0.737,0.0,1,2,衰退,正常,212.84
9161,宿怨,1,False,2018-06-13,2018-06-11,2018-07-29,49,7,7,26295045.0,112938.0,3756435.0,16134.0,11123494.0,2018-06-18~2018-06-24,82,45.0,-0.224,-0.52,-0.765,False,下檔,2018-06-11,2025-10-31 03:06:38,-0.942,9.71,5,2,衰退,需行動,232.83
9161,宿怨,2,True,2018-06-13,2018-08-13,2018-10-07,56,8,8,148655.0,1878.0,18581.88,234.75,33485.0,2018-09-10~2018-09-16,4,2.88,0.033,-0.028,-0.626,False,下檔,2018-06-11,2025-10-31 03:06:38,-0.777,7.77,3,5,衰退,需行動,79.16
9161,宿怨,3,True,2018-06-13,2025-09-15,2025-10-12,28,4,4,846855.0,2935.0,211713.75,733.75,443232.0,2025-09-22~2025-09-28,22,15.25,0.284,-0.382,-0.937,False,下檔,2018-06-11,2025-10-31 03:06:38,-0.992,9.88,2,2,衰退,需行動,288.54
