gov_id,title_zh,release_round,is_re_release,release_start,release_end,release_days,total_weeks,active_weeks,total_amount,total_tickets,avg_amount_per_week,avg_tickets_per_week,peak_amount,peak_amount_week,peak_theater_count,avg_theater_count,amount_growth_rate,decline_rate_mean,decline_rate_last,is_long_tail,status,release_initial_date,update_at
31329,全知讀者視角,1,False,2025-07-21,2025-10-26,98,14,13,78361652.0,285027.0,6027819.38,21925.15,30799172.0,2025-07-21~2025-07-27,96,44.38,-0.232,-0.192,2.688,True,下檔,2025-07-21,2025-10-29 11:24:08
31352,驚奇4超人：第一步,1,False,2025-07-21,2025-10-26,98,14,12,70761511.0,239229.0,5896792.58,19935.75,37314335.0,2025-07-21~2025-07-27,93,42.25,-0.454,9.923,0.671,True,下檔,2025-07-21,2025-10-29 11:24:08
31355,電影蠟筆小新：超華麗！灼熱的春日部舞者們,1,False,2025-08-18,2025-10-26,70,10,10,50426337.0,190739.0,5042633.7,19073.9,21110142.0,2025-08-25~2025-08-31,86,61.3,0.333,-0.26,0.243,False,下檔,2025-08-18,2025-10-29 11:24:08
31364,凶器,1,False,2025-08-04,2025-10-19,77,11,11,25156397.0,90478.0,2286945.18,8225.27,10192343.0,2025-08-11~2025-08-17,82,35.64,22.884,1.658,-0.47,True,下檔,2025-08-04,2025-10-29 11:24:08
31365,劇場版「鬼滅之刃」無限城篇 第一章 猗窩座再襲,1,False,2025-08-04,2025-10-26,84,12,12,825089308.0,2572681.0,68757442.33,214390.08,233117423.0,2025-08-11~2025-08-17,98,95.0,0.32,-0.222,-0.075,True,下檔,2025-08-04,2025-10-29 11:24:08
31402,天作之合,1,False,2025-08-18,2025-10-26,70,10,10,12721273.0,46032.0,1272127.3,4603.2,4523100.0,2025-09-01~2025-09-07,88,38.8,54.545,5.074,-0.6,False,下檔,2025-08-18,2025-10-29 11:24:08
31474,角頭－鬥陣欸,1,False,2025-08-04,2025-10-26,84,12,11,188474923.0,687996.0,17134083.91,62545.09,77145573.0,2025-08-18~2025-08-24,96,64.36,1300.376,-0.408,-0.392,True,下檔,2025-08-04,2025-10-29 11:24:08
31502,怪奇寶貝,1,False,2025-09-01,2025-10-19,49,7,6,695393.0,2771.0,115898.83,461.83,396312.0,2025-09-01~2025-09-07,64,26.0,-0.357,-0.474,0.0,False,下檔,2025-09-01,2025-10-29 11:24:08
31507,一兆$遊戲　劇場版,1,False,2025-08-11,2025-10-26,77,11,10,1590048.0,6283.0,159004.8,628.3,718276.0,2025-08-11~2025-08-17,24,9.2,-0.246,-0.249,0.903,True,下檔,2025-08-11,2025-10-29 11:24:08
31520,龍之心-靈界探訪記-,1,False,2025-08-25,2025-10-26,63,9,9,4830356.0,21294.0,536706.22,2366.0,1463221.0,2025-09-15~2025-09-21,25,14.11,5.13,1.185,-0.629,False,下檔,2025-08-25,2025-10-29 11:24:08
31523,樂來越愛你,1,False,2025-09-08,2025-10-26,49,7,7,4777799.0,13529.0,682542.71,1932.71,2172733.0,2025-09-08~2025-09-14,28,14.14,-0.138,-0.475,-0.427,False,下檔,2025-09-08,2025-10-29 11:24:08
31531,詭鄉,1,False,2025-09-01,2025-10-19,49,7,7,3196918.0,12070.0,456702.57,1724.29,1300019.0,2025-09-15~2025-09-21,60,28.57,-0.199,0.715,0.102,False,下檔,2025-09-01,2025-10-29 11:24:08
31541,熱烈,1,False,2025-09-08,2025-10-26,49,7,7,2262667.0,8836.0,323238.14,1262.29,764525.0,2025-09-22~2025-09-28,7,5.71,-0.834,1.848,-0.482,False,下檔,2025-09-08,2025-10-29 11:24:08
31547,辣媽辣妹2,1,False,2025-08-18,2025-10-12,56,8,8,9606265.0,35550.0,1200783.12,4443.75,3796318.0,2025-08-18~2025-08-24,81,41.88,-0.024,-0.488,-0.949,False,下檔,2025-08-18,2025-10-29 11:24:08
31570,無名指,1,False,2025-08-25,2025-10-26,63,9,8,1131137.0,4766.0,141392.12,595.75,420162.0,2025-09-15~2025-09-21,60,19.62,-0.122,1.489,0.059,False,下檔,2025-08-25,2025-10-29 11:24:08
31596,厲陰宅：最終聖事,1,False,2025-09-01,2025-10-26,56,8,8,61400959.0,208816.0,7675119.88,26102.0,21578472.0,2025-09-01~2025-09-07,92,70.62,-0.052,-0.421,-0.606,False,下檔,2025-09-01,2025-10-29 11:24:08
31650,親愛的家人,1,False,2025-09-01,2025-09-21,21,3,3,223574.0,952.0,74524.67,317.33,130522.0,2025-09-01~2025-09-07,49,34.67,-0.3,-0.427,-0.981,False,下檔,2025-09-01,2025-10-29 11:24:08
31651,永遠在一起,1,False,2025-09-22,2025-10-26,35,5,5,2398633.0,9173.0,479726.6,1834.6,994676.0,2025-09-29~2025-10-05,61,37.0,0.002,-0.437,-0.691,False,下檔,2025-09-22,2025-10-29 11:24:08
31654,電影版小林家的龍女僕：害怕寂寞的龍,1,False,2025-09-08,2025-10-26,49,7,7,7378463.0,26610.0,1054066.14,3801.43,2985943.0,2025-09-08~2025-09-14,67,39.0,-0.27,-0.442,-0.57,False,下檔,2025-09-08,2025-10-29 11:24:08
31662,淒厲人師,1,False,2025-09-22,2025-10-19,28,4,4,181629.0,737.0,45407.25,184.25,99931.0,2025-09-22~2025-09-28,17,9.25,-0.224,-0.431,-0.535,False,下檔,2025-09-22,2025-10-29 11:24:08
31668,突破_三千米的泳氣,1,False,2025-08-25,2025-10-26,63,9,9,8221443.0,34336.0,913493.67,3815.11,2325489.0,2025-09-29~2025-10-05,58,28.22,0.029,0.223,-0.534,False,下檔,2025-08-25,2025-10-29 11:24:08
31670,搖籃凡世,1,False,2025-09-15,2025-10-12,28,4,4,105506.0,453.0,26376.5,113.25,52061.0,2025-09-15~2025-09-21,15,9.0,-0.482,-0.375,-0.98,False,下檔,2025-09-15,2025-10-29 11:24:08
31679,凌晨兩點的惡魔,1,False,2025-08-25,2025-10-19,56,8,6,2724875.0,10511.0,454145.83,1751.83,1326395.0,2025-08-25~2025-08-31,73,34.5,-0.231,-0.418,0.0,False,下檔,2025-08-25,2025-10-29 11:24:08
31685,劇場版 咒術迴戰 懷玉・玉折,1,False,2025-09-01,2025-10-26,56,8,8,30232489.0,104109.0,3779061.12,13013.62,9464676.0,2025-09-08~2025-09-14,86,63.38,0.128,-0.336,-0.28,False,下檔,2025-09-01,2025-10-29 11:24:08
31701,麵包超人電影版：小水滴的英雄！,1,False,2025-09-01,2025-10-26,56,8,8,1308160.0,4981.0,163520.0,622.62,623427.0,2025-09-08~2025-09-14,33,15.38,19.864,2.025,-0.955,False,下檔,2025-09-01,2025-10-29 11:24:08
31702,光,1,False,2025-09-29,2025-10-26,28,4,4,137277.0,584.0,34319.25,146.0,59615.0,2025-10-06~2025-10-12,13,8.25,0.052,-0.396,-0.98,False,下檔,2025-09-29,2025-10-29 11:24:08
31704,陌路兄弟,1,False,2025-09-22,2025-10-26,35,5,5,225901.0,1040.0,45180.2,208.0,126241.0,2025-09-22~2025-09-28,12,7.4,-0.587,-0.355,-0.083,False,下檔,2025-09-22,2025-10-29 11:24:08
31712,劇場版 歌之☆王子殿下♪ TABOO NIGHT XXXX with Double Encore (QUARTET NIGHT version),1,False,2025-09-01,2025-10-26,56,8,8,2056859.0,7695.0,257107.38,961.88,708575.0,2025-09-15~2025-09-21,16,9.25,965.537,120.502,0.37,False,下檔,2025-09-01,2025-10-29 11:24:08
31713,捏造：史上最惡殺人教師,1,False,2025-09-15,2025-10-26,42,6,6,688939.0,2769.0,114823.17,461.5,324408.0,2025-09-15~2025-09-21,28,13.67,-0.256,-0.371,0.329,False,下檔,2025-09-15,2025-10-29 11:24:08
31714,鋼琴之子,1,False,2025-09-15,2025-10-26,42,6,6,170530.0,798.0,28421.67,133.0,80635.0,2025-09-22~2025-09-28,15,6.5,0.342,-0.263,0.045,False,下檔,2025-09-15,2025-10-29 11:24:08
31715,致我所愛之人,1,False,2025-09-01,2025-10-26,56,8,8,187534.0,821.0,23441.75,102.62,51634.0,2025-09-01~2025-09-07,9,3.25,-0.111,-0.216,-0.028,False,下檔,2025-09-01,2025-10-29 11:24:08
31745,血怨,1,False,2025-09-22,2025-10-26,35,5,5,1206370.0,4505.0,241274.0,901.0,557642.0,2025-09-22~2025-09-28,51,25.4,-0.036,-0.505,-0.765,False,下檔,2025-09-22,2025-10-29 11:24:08
31748,卡夫卡最後的愛,1,False,2025-09-22,2025-10-26,35,5,4,185576.0,881.0,46394.0,220.25,95983.0,2025-10-06~2025-10-12,14,9.25,18.351,-0.254,-0.691,False,下檔,2025-09-22,2025-10-29 11:24:08
31760,鬼巫,1,False,2025-09-08,2025-10-12,35,5,5,1160569.0,4651.0,232113.8,930.2,645419.0,2025-09-08~2025-09-14,67,33.4,-0.264,-0.586,-0.877,False,下檔,2025-09-08,2025-10-29 11:24:08
31762,約見波布,1,False,2025-09-22,2025-10-12,21,3,3,108045.0,506.0,36015.0,168.67,50143.0,2025-09-29~2025-10-05,15,12.0,0.063,-0.241,-0.786,False,下檔,2025-09-22,2025-10-29 11:24:08
31767,醜得要命,1,False,2025-09-15,2025-10-26,42,6,6,535651.0,2156.0,89275.17,359.33,213938.0,2025-09-22~2025-09-28,23,10.5,1.252,-0.19,-0.563,False,下檔,2025-09-15,2025-10-29 11:24:08
31769,大競走,1,False,2025-09-08,2025-10-19,42,6,6,5034777.0,20336.0,839129.5,3389.33,2017935.0,2025-09-08~2025-09-14,81,42.67,-0.058,-0.46,-0.963,False,下檔,2025-09-08,2025-10-29 11:24:08
31777,奇幻導航,1,False,2025-09-29,2025-10-26,28,4,4,1839675.0,7149.0,459918.75,1787.25,1002765.0,2025-10-06~2025-10-12,76,56.0,17.57,4.105,-0.804,False,下檔,2025-09-29,2025-10-29 11:24:08
31794,劇場版『鏈鋸人 蕾潔篇』,1,False,2025-09-15,2025-10-26,42,6,6,186601793.0,603719.0,31100298.83,100619.83,49455153.0,2025-09-22~2025-09-28,94,78.33,360.382,59.989,0.182,False,下檔,2025-09-15,2025-10-29 11:24:08
31796,傲嬌公主的奇幻冒險,1,False,2025-09-15,2025-10-26,42,6,6,788439.0,3218.0,131406.5,536.33,375702.0,2025-09-22~2025-09-28,35,16.83,18.052,2.6,-0.666,False,下檔,2025-09-15,2025-10-29 11:24:08
31797,一戰再戰,1,False,2025-09-22,2025-10-26,35,5,5,27515205.0,90081.0,5503041.0,18016.2,9353106.0,2025-09-22~2025-09-28,83,78.8,-0.012,-0.281,-0.354,False,下檔,2025-09-22,2025-10-29 11:24:08
31799,電影版 神奇柑仔店 錢天堂,1,False,2025-09-22,2025-10-26,35,5,5,3367093.0,12954.0,673418.6,2590.8,1381388.0,2025-09-22~2025-09-28,67,44.0,-0.025,-0.346,-0.239,False,下檔,2025-09-22,2025-10-29 11:24:08
31801,鬼祭,1,False,2025-09-15,2025-10-19,35,5,5,930378.0,3542.0,186075.6,708.4,519717.0,2025-09-15~2025-09-21,35,18.2,-0.348,-0.563,-0.744,False,下檔,2025-09-15,2025-10-29 11:24:08
31805,阿蒙怎麼了？,1,False,2025-09-15,2025-10-12,28,4,4,100968.0,446.0,25242.0,111.5,46103.0,2025-09-15~2025-09-21,13,8.0,-0.09,-0.441,-0.975,False,下檔,2025-09-15,2025-10-29 11:24:08
31807,泥娃娃,1,False,2025-09-22,2025-10-26,35,5,5,75088278.0,273859.0,15017655.6,54771.8,29107538.0,2025-10-13~2025-10-19,91,55.4,5.432,13.589,-0.245,False,下檔,2025-09-22,2025-10-29 11:24:08
31808,夢想巨無霸,1,False,2025-09-29,2025-10-26,28,4,4,2373457.0,9422.0,593364.25,2355.5,1011496.0,2025-10-06~2025-10-12,42,36.5,0.397,-0.116,-0.211,False,下檔,2025-09-29,2025-10-29 11:24:08
31809,疾速營救,1,False,2025-09-22,2025-10-26,35,5,5,1201846.0,4955.0,240369.2,991.0,590340.0,2025-09-22~2025-09-28,48,27.0,-0.093,-0.431,-0.243,False,下檔,2025-09-22,2025-10-29 11:24:08
31810,十年,1,False,2025-10-06,2025-10-26,21,3,2,73393.0,286.0,36696.5,143.0,52580.0,2025-10-06~2025-10-12,9,5.5,-0.604,0.0,0.0,False,下檔,2025-10-06,2025-10-29 11:24:08
31835,沒好婚姻,1,False,2025-09-22,2025-10-26,35,5,5,2944084.0,10923.0,588816.8,2184.6,1215205.0,2025-09-29~2025-10-05,40,28.6,0.315,-0.293,-0.525,False,下檔,2025-09-22,2025-10-29 11:24:08
31836,8號出口,1,False,2025-09-15,2025-10-26,42,6,6,11339319.0,39076.0,1889886.5,6512.67,3919140.0,2025-09-15~2025-09-21,57,41.83,-0.085,-0.357,-0.494,False,下檔,2025-09-15,2025-10-29 11:24:08
31842,蓋比的娃娃屋大電影,1,False,2025-09-29,2025-10-26,28,4,4,2408168.0,8929.0,602042.0,2232.25,1228374.0,2025-10-06~2025-10-12,75,64.75,0.54,-0.183,-0.474,False,下檔,2025-09-29,2025-10-29 11:24:08
31863,他年她日,1,False,2025-09-29,2025-10-26,28,4,4,10431380.0,38543.0,2607845.0,9635.75,5279145.0,2025-09-29~2025-10-05,98,93.75,-0.297,-0.401,-0.581,False,下檔,2025-09-29,2025-10-29 11:24:08
31900,一百公尺。,1,False,2025-09-29,2025-10-26,28,4,4,10529908.0,36872.0,2632477.0,9218.0,3672540.0,2025-10-06~2025-10-12,69,65.25,0.785,0.062,-0.311,False,下檔,2025-09-29,2025-10-29 11:24:08
31904,陰陽眼見子,1,False,2025-09-29,2025-10-26,28,4,4,291819.0,1161.0,72954.75,290.25,168618.0,2025-09-29~2025-10-05,20,13.0,-0.37,-0.499,-0.756,False,下檔,2025-09-29,2025-10-29 11:24:08
32087,碰碰狐和貝貝彬歡唱電影：奇幻世界大冒險(國語版),1,False,2025-09-29,2025-10-26,28,4,4,8327043.0,31012.0,2081760.75,7753.0,4036149.0,2025-10-06~2025-10-12,48,35.25,45.577,11.227,-0.272,False,下檔,2025-09-29,2025-10-29 11:24:08
32099,創：戰神,1,False,2025-10-06,2025-10-26,21,3,3,36274294.0,112493.0,12091431.33,37497.67,19442221.0,2025-10-06~2025-10-12,95,94.0,-0.447,-0.294,-0.436,False,下檔,2025-10-06,2025-10-29 11:24:08
32103,狼來了,1,False,2025-10-06,2025-10-26,21,3,3,465193.0,1916.0,155064.33,638.67,306617.0,2025-10-06~2025-10-12,62,44.33,-0.51,-0.485,-0.945,False,下檔,2025-10-06,2025-10-29 11:24:08
32111,徵人啟弒,1,False,2025-10-06,2025-10-26,21,3,3,6188043.0,23722.0,2062681.0,7907.33,3200102.0,2025-10-06~2025-10-12,72,70.33,-0.355,-0.303,-0.553,False,下檔,2025-10-06,2025-10-29 11:24:08
32112,風林火山,1,False,2025-10-06,2025-10-26,21,3,3,10848419.0,41141.0,3616139.67,13713.67,5558047.0,2025-10-06~2025-10-12,83,82.67,-0.36,-0.291,-0.512,False,下檔,2025-10-06,2025-10-29 11:24:08
32116,銀魂劇場版 2D 真選組動亂篇,1,False,2025-10-06,2025-10-26,21,3,3,1652058.0,5431.0,550686.0,1810.33,1009490.0,2025-10-06~2025-10-12,10,10.0,-0.544,-0.383,-0.605,False,下檔,2025-10-06,2025-10-29 11:24:08
8873,橫山家之味,1,False,2018-06-04,2018-07-01,28,4,4,226255.0,1090.0,56563.75,272.5,102590.0,2018-06-04~2018-06-10,2,1.75,-0.183,-0.387,-0.746,False,下檔,2018-06-04,2025-10-29 11:24:08
8878,無人知曉的夏日清晨,1,False,2018-06-04,2018-06-24,21,3,3,335230.0,1575.0,111743.33,525.0,152730.0,2018-06-11~2018-06-17,2,2.0,0.057,-0.232,-0.751,False,下檔,2018-06-04,2025-10-29 11:24:08
9161,宿怨,1,False,2018-06-11,2018-10-07,119,17,15,26443700.0,114816.0,1762913.33,7654.4,11123494.0,2018-06-18~2018-06-24,82,22.53,0.086,-0.258,-0.626,True,下檔,2018-06-11,2025-10-29 11:24:08
9161,宿怨,2,True,2025-09-15,2025-10-12,28,4,4,846855.0,2935.0,211713.75,733.75,443232.0,2025-09-22~2025-09-28,22,15.25,0.284,-0.382,-0.937,False,下檔,2018-06-11,2025-10-29 11:24:08
