week_range,amount,tickets,total_amount,total_tickets,rate,theater_count,fetch_date
2025-09-22~2025-09-28,57720.0,222,57720.0,222,0.0,1,2025-10-12
2025-09-29~2025-10-05,371230.0,1229,428950.0,1451,5.431566181566182,5,2025-10-12
