week_range,amount,tickets,total_amount,total_tickets,rate,theater_count,fetch_date
2025-09-22~2025-09-28,115500.0,330,115500.0,330,0.0,1,2025-10-12
2025-09-29~2025-10-05,418336.0,1400,533836.0,1730,2.62195670995671,14,2025-10-12
