week_range,amount,tickets,total_amount,total_tickets,rate,theater_count,fetch_date
2025-08-04~2025-08-10,176550633.0,571473,176550633.0,571473,0.0,98,2025-10-12
2025-08-11~2025-08-17,233077763.0,739720,409628396.0,1311193,0.3201751760357608,98,2025-10-12
2025-08-18~2025-08-24,151719934.0,467753,561348330.0,1778946,-0.34905873453058667,98,2025-10-12
2025-08-25~2025-08-31,101506683.0,307447,662855013.0,2086393,-0.33096014265337076,98,2025-10-12
2025-09-01~2025-09-07,50817508.0,148888,713672521.0,2235281,-0.4993678593556249,96,2025-10-12
2025-09-08~2025-09-14,33377100.0,96509,747049621.0,2331790,-0.3431968368067163,96,2025-10-12
2025-09-15~2025-09-21,25081608.0,72971,772131229.0,2404761,-0.248538429042667,95,2025-10-12
2025-09-22~2025-09-28,17158224.0,54212,789289453.0,2458973,-0.31590414777234377,95,2025-10-12
2025-09-29~2025-10-05,13057450.0,42298,802346903.0,2501271,-0.23899757923663895,94,2025-10-12
