week_range,amount,tickets,total_amount,total_tickets,rate,theater_count,fetch_date
2025-09-01~2025-09-07,730.0,3,730.0,3,0.0,1,2025-10-12
2025-09-08~2025-09-14,730722.0,2700,731452.0,2703,999.9890410958905,17,2025-10-12
2025-09-15~2025-09-21,708575.0,2678,1440027.0,5381,-0.03030837993108186,16,2025-10-12
2025-09-22~2025-09-28,297981.0,1133,1738008.0,6514,-0.5794644180220866,15,2025-10-12
2025-09-29~2025-10-05,134295.0,494,1872303.0,7008,-0.5493169027555448,12,2025-10-12
