week_range,amount,tickets,total_amount,total_tickets,rate,theater_count,fetch_date
2025-09-01~2025-09-07,29880.0,94,29880.0,94,0.0,1,2025-10-12
2025-09-08~2025-09-14,623427.0,2375,653307.0,2469,19.864357429718876,33,2025-10-12
2025-09-15~2025-09-21,389200.0,1494,1042507.0,3963,-0.37570878386723705,32,2025-10-12
2025-09-22~2025-09-28,119607.0,468,1162114.0,4431,-0.6926849948612539,31,2025-10-12
2025-09-29~2025-10-05,113924.0,430,1276038.0,4861,-0.04751394149171871,17,2025-10-12
