week_range,amount,tickets,total_amount,total_tickets,rate,theater_count,fetch_date
2025-09-08~2025-09-14,278995.0,986,278995.0,986,0.0,4,2025-10-12
2025-09-15~2025-09-21,1220588.0,4654,1499583.0,5640,3.3749457875589166,71,2025-10-12
2025-09-22~2025-09-28,796644.0,3173,2296227.0,8813,-0.3473276814125651,71,2025-10-12
2025-09-29~2025-10-05,330969.0,1295,2627196.0,10108,-0.5845459201349662,62,2025-10-12
