week_range,amount,tickets,total_amount,total_tickets,rate,theater_count,fetch_date
2025-09-22~2025-09-28,9353106.0,30314,9353106.0,30314,0.0,83,2025-10-12
2025-09-29~2025-10-05,9243370.0,30196,18596476.0,60510,-0.011732573115283843,83,2025-10-12
