week_range,amount,tickets,total_amount,total_tickets,rate,theater_count,fetch_date
2025-09-22~2025-09-28,924274.0,3394,924274.0,3394,0.0,40,2025-10-12
2025-09-29~2025-10-05,1215205.0,4535,2139479.0,7929,0.3147670495978465,40,2025-10-12
