gov_id,imdb_rating
31402,6.3
31402,6.3
31402,6.3
31402,6.3
31402,6.3
31402,6.3
31402,6.3
31402,6.3
31402,6.3
31474,7.2
31474,7.2
31474,7.2
31474,7.2
31474,7.2
31474,7.2
31474,7.2
31474,7.2
31474,7.2
31502,6.7
31502,6.7
31502,6.7
31502,6.7
31507,5.2
31507,5.2
31507,5.2
31507,5.2
31507,5.2
31507,5.2
31507,5.2
31507,5.2
31520,5.2
31520,5.2
31520,5.2
31520,5.2
31520,5.2
31520,5.2
31520,5.2
31520,5.2
31523,8
31523,8
31523,8
31523,8
31523,8
31531,4.3
31531,4.3
31531,4.3
31541,6.8
31541,6.8
31541,6.8
31541,6.8
31547,6.5
31547,6.5
31547,6.5
31547,6.5
31547,6.5
31547,6.5
31570,6.3
31570,6.3
31570,6.3
31596,6.3
31596,6.3
31596,6.3
31596,6.3
31596,6.3
31596,6.3
31596,6.3
31650,6.6
31651,6.7
31651,6.7
31651,6.7
31651,6.7
31654,8.2
31654,8.2
31654,8.2
31654,8.2
31654,8.2
31654,8.2
31662,4.8
31662,4.8
31668,4.1
31668,4.1
31668,4.1
31670,7.2
31670,7.2
31679,6.6
31679,6.6
31679,6.6
31679,6.6
31685,7.9
31685,7.9
31685,7.9
31685,7.9
31685,7.9
31685,7.9
31685,7.9
31701,4.3
31701,4.3
31701,4.3
31701,4.3
31701,4.3
31701,4.3
31702,7
31702,7
31704,6.4
31704,6.4
31704,6.4
31712,7
31712,7
31712,7
31712,7
31712,7
31712,7
31712,7
31713,7.1
31713,7.1
31713,7.1
31713,7.1
31713,7.1
31714,6.9
31714,6.9
31714,6.9
31714,6.9
31715,5.7
31715,5.7
31715,5.7
31715,5.7
31715,5.7
31715,5.7
31715,5.7
31745,5.5
31745,5.5
31745,5.5
31748,6.6
31748,6.6
31748,6.6
31760,5.7
31760,5.7
31760,5.7
31762,6.5
31767,6
31767,6
31767,6
31767,6
31767,6
31769,7.3
31769,7.3
31769,7.3
31769,7.3
31769,7.3
31777,6.2
31777,6.2
31777,6.2
31794,8.5
31794,8.5
31794,8.5
31794,8.5
31794,8.5
31796,7.6
31796,7.6
31796,7.6
31796,7.6
31796,7.6
31797,8.3
31797,8.3
31797,8.3
31797,8.3
31799,6.6
31799,6.6
31799,6.6
31799,6.6
31801,5.8
31801,5.8
31801,5.8
31805,6.2
31805,6.2
31807,7.3
31807,7.3
31808,8.1
31808,8.1
31808,8.1
31809,5.3
31809,5.3
31809,5.3
31835,7
31835,7
31835,7
31835,7
31836,4.2
31836,4.2
31836,4.2
31836,4.2
31836,4.2
31842,5.7
31842,5.7
31842,5.7
31863,5.3
31863,5.3
31863,5.3
31900,7.5
31900,7.5
31900,7.5
31904,6.5
31904,6.5
31904,6.5
32087,8.1
32087,8.1
32087,8.1
32098,8.8
32099,6.7
32099,6.7
32103,6
32103,6
32111,8
32111,8
32112,5.8
32112,5.8
32114,8.8
32116,3.5
32116,3.5
8873,7.9
8873,7.9
8878,8
9161,7.3
9161,7.3
9161,7.3
9161,7.3
9161,7.3
9161,7.3
9161,7.3
9161,7.3
9161,7.3
9161,7.3
9161,7.3
9161,7.3
9161,7.3
