gov_id,imdb_rating
13460,7.1
13460,7.1
13460,7.1
13460,7.1
17126,7.1
17126,7.1
17126,7.1
17126,7.1
17126,7.1
17126,7.1
17126,7.1
17126,7.1
21389,6
21389,6
21389,6
21389,6
21930,6.2
21930,6.2
21930,6.2
23322,7.5
23322,7.5
23322,7.5
23322,7.5
23322,7.5
23322,7.5
23322,7.5
23322,7.5
23322,7.5
23322,7.5
23322,7.5
23322,7.5
23322,7.5
23548,7.6
23548,7.6
23548,7.6
23548,7.6
23548,7.6
23548,7.6
23548,7.6
23548,7.6
23548,7.6
23548,7.6
23548,7.6
23614,7.6
23614,7.6
23614,7.6
23614,7.6
23614,7.6
23614,7.6
23614,7.6
23614,7.6
23614,7.6
23614,7.6
23614,7.6
23614,7.6
23614,7.6
24046,6.6
24046,6.6
24046,6.6
24046,6.6
24046,6.6
24086,8.1
24086,8.1
24086,8.1
24086,8.1
24086,8.1
25044,7.8
25044,7.8
25044,7.8
25044,7.8
25044,7.8
25044,7.8
25044,7.8
25044,7.8
25044,7.8
25044,7.8
25045,7.1
25045,7.1
25045,7.1
25045,7.1
25045,7.1
25045,7.1
26305,6.8
26305,6.8
26305,6.8
26305,6.8
26305,6.8
26439,7
26439,7
26439,7
26439,7
26439,7
26439,7
26439,7
26439,7
26439,7
26439,7
26439,7
26439,7
26439,7
26439,7
26439,7
26439,7
26439,7
26439,7
26439,7
26439,7
26439,7
26439,7
26439,7
26439,7
26439,7
26439,7
26439,7
26514,7.7
26514,7.7
26625,6.5
26625,6.5
26625,6.5
26625,6.5
26779,7.3
26779,7.3
26779,7.3
26779,7.3
26779,7.3
26779,7.3
26779,7.3
26779,7.3
27106,6.8
27106,6.8
27106,6.8
27343,7
27343,7
27343,7
27343,7
27343,7
27343,7
27343,7
27343,7
27899,5.7
27899,5.7
27899,5.7
27899,5.7
27899,5.7
27899,5.7
27899,5.7
29081,7.3
29081,7.3
29081,7.3
29081,7.3
29081,7.3
29081,7.3
29081,7.3
29081,7.3
29081,7.3
29081,7.3
29081,7.3
29378,5.4
29378,5.4
29378,5.4
29378,5.4
29378,5.4
29378,5.4
29380,5.4
29380,5.4
29380,5.4
29380,5.4
29380,5.4
29513,7
29513,7
29513,7
29513,7
29513,7
29513,7
29653,9.2
29653,9.2
29653,9.2
29653,9.2
29653,9.2
29653,9.2
29653,9.2
29653,9.2
29653,9.2
29653,9.2
29653,9.2
29653,9.2
29653,9.2
29653,9.2
29653,9.2
29653,9.2
29653,9.2
29653,9.2
29831,2.9
29831,2.9
29831,2.9
29831,2.9
29831,2.9
29831,2.9
29831,2.9
29882,7.6
29882,7.6
29882,7.6
29882,7.6
29882,7.6
29882,7.6
29882,7.6
29882,7.6
30021,7.6
30021,7.6
30062,6.4
30062,6.4
30155,6.4
30155,6.4
30155,6.4
30155,6.4
30155,6.4
30155,6.4
30366,5.4
30366,5.4
30366,5.4
30366,5.4
30366,5.4
30366,5.4
30366,5.4
30436,7.4
30530,7.7
30530,7.7
30530,7.7
30530,7.7
30530,7.7
30530,7.7
30530,7.7
30530,7.7
30530,7.7
30530,7.7
30530,7.7
30530,7.7
30530,7.7
30530,7.7
30530,7.7
30530,7.7
30530,7.7
30530,7.7
30530,7.7
30530,7.7
30530,7.7
30560,7.2
30560,7.2
30560,7.2
30560,7.2
30560,7.2
30560,7.2
30560,7.2
30560,7.2
30560,7.2
30560,7.2
30560,7.2
30560,7.2
30560,7.2
30636,3.7
30636,3.7
30636,3.7
30655,9
30655,9
30655,9
30655,9
30655,9
30655,9
30699,7
30699,7
30699,7
30704,7.7
30704,7.7
30704,7.7
30704,7.7
30704,7.7
30704,7.7
30704,7.7
30704,7.7
30704,7.7
30704,7.7
30704,7.7
30704,7.7
30704,7.7
30704,7.7
30704,7.7
30704,7.7
30704,7.7
30704,7.7
30704,7.7
30717,8.1
30717,8.1
30717,8.1
30717,8.1
30717,8.1
30717,8.1
30717,8.1
30717,8.1
30717,8.1
30717,8.1
30717,8.1
30717,8.1
30717,8.1
30717,8.1
30717,8.1
30717,8.1
30717,8.1
30717,8.1
30717,8.1
30717,8.1
30738,7.4
30738,7.4
30738,7.4
30738,7.4
30738,7.4
30738,7.4
30738,7.4
30738,7.4
30738,7.4
30738,7.4
30738,7.4
30738,7.4
30738,7.4
30738,7.4
30738,7.4
30738,7.4
30738,7.4
30738,7.4
30738,7.4
30739,7.2
30739,7.2
30739,7.2
30739,7.2
30739,7.2
30739,7.2
30739,7.2
30739,7.2
30739,7.2
30739,7.2
30739,7.2
30739,7.2
30739,7.2
30739,7.2
30739,7.2
30739,7.2
30739,7.2
30739,7.2
30739,7.2
30739,7.2
30739,7.2
30739,7.2
30739,7.2
30808,7.2
30808,7.2
30808,7.2
30808,7.2
30808,7.2
30808,7.2
30808,7.2
30808,7.2
30808,7.2
30809,6.8
30809,6.8
30809,6.8
30809,6.8
30809,6.8
30809,6.8
30809,6.8
30809,6.8
30809,6.8
30809,6.8
30809,6.8
30809,6.8
30809,6.8
30809,6.8
30809,6.8
30809,6.8
30809,6.8
30863,7.1
30863,7.1
30864,6.1
30864,6.1
30960,6.6
30960,6.6
30960,6.6
30960,6.6
30960,6.6
30960,6.6
30960,6.6
31027,7.7
31027,7.7
31027,7.7
31027,7.7
31027,7.7
31027,7.7
31027,7.7
31027,7.7
31027,7.7
31027,7.7
31027,7.7
31027,7.7
31027,7.7
31027,7.7
31027,7.7
31027,7.7
31027,7.7
31037,4.7
31037,4.7
31037,4.7
31082,6.7
31082,6.7
31082,6.7
31082,6.7
31082,6.7
31082,6.7
31082,6.7
31082,6.7
31082,6.7
31082,6.7
31082,6.7
31082,6.7
31082,6.7
31082,6.7
31082,6.7
31082,6.7
31123,5.9
31123,5.9
31123,5.9
31123,5.9
31123,5.9
31123,5.9
31123,5.9
31123,5.9
31123,5.9
31123,5.9
31123,5.9
31123,5.9
31123,5.9
31123,5.9
31123,5.9
31123,5.9
31128,6.1
31128,6.1
31128,6.1
31128,6.1
31128,6.1
31128,6.1
31158,6.6
31158,6.6
31158,6.6
31159,6.5
31159,6.5
31159,6.5
31186,7.1
31186,7.1
31186,7.1
31186,7.1
31186,7.1
31186,7.1
31186,7.1
31186,7.1
31186,7.1
31186,7.1
31186,7.1
31186,7.1
31186,7.1
31186,7.1
31190,8.6
31190,8.6
31190,8.6
31190,8.6
31190,8.6
31190,8.6
31190,8.6
31190,8.6
31190,8.6
31190,8.6
31190,8.6
31190,8.6
31190,8.6
31190,8.6
31191,5.1
31191,5.1
31201,7.1
31201,7.1
31201,7.1
31201,7.1
31201,7.1
31201,7.1
31201,7.1
31201,7.1
31201,7.1
31201,7.1
31201,7.1
31201,7.1
31222,7
31251,4.3
31251,4.3
31251,4.3
31251,4.3
31251,4.3
31251,4.3
31301,4.3
31301,4.3
31301,4.3
31301,4.3
31301,4.3
31301,4.3
31301,4.3
31301,4.3
31301,4.3
31305,6.9
31305,6.9
31305,6.9
31305,6.9
31305,6.9
31305,6.9
31329,5.6
31329,5.6
31329,5.6
31329,5.6
31329,5.6
31329,5.6
31329,5.6
31329,5.6
31329,5.6
31329,5.6
31329,5.6
31329,5.6
31352,7
31352,7
31352,7
31352,7
31352,7
31352,7
31352,7
31352,7
31352,7
31352,7
31352,7
31355,6.9
31355,6.9
31355,6.9
31355,6.9
31355,6.9
31355,6.9
31355,6.9
31355,6.9
31355,6.9
31364,7.5
31364,7.5
31364,7.5
31364,7.5
31364,7.5
31364,7.5
31364,7.5
31364,7.5
31364,7.5
31365,8.5
31365,8.5
31365,8.5
31365,8.5
31365,8.5
31365,8.5
31365,8.5
31365,8.5
31365,8.5
31365,8.5
31365,8.5
