gov_id,week_label,week_range,amount,tickets,total_amount,total_tickets,rate,theater_count,fetch_date
31651,2025W43,2025-09-22~2025-09-28,992501.0,3822,992501.0,3822,0.0,60,2025-10-26
31651,2025W43,2025-09-29~2025-10-05,994676.0,3802,1987177.0,7624,0.002191433560268453,61,2025-10-26
31651,2025W43,2025-10-06~2025-10-12,339964.0,1286,2327141.0,8910,-0.6582163438144683,51,2025-10-26
31651,2025W43,2025-10-13~2025-10-19,54634.0,199,2381775.0,9109,-0.8392947488557612,8,2025-10-26
