gov_id,round_idx,current_week_active_idx,gap_real_week_2to1,gap_real_week_1tocurrent,boxoffice_week_2,boxoffice_week_1,audience_week_2,audience_week_1,screens_week_2,screens_week_1,open_week1_days,open_week1_boxoffice,open_week1_boxoffice_daily_avg,open_week2_boxoffice,amount,release_year,film_length,is_restricted,release_month_sin,release_month_cos
26439,1,25.0,0,0,17175.0,43200.0,175.0,436.0,2.0,2.0,5,14935288.0,2987057.6,14248342.0,29930.0,2024,110,0,-0.8660254037844385,-0.5000000000000004
26439,1,26.0,0,0,43200.0,29930.0,436.0,300.0,2.0,2.0,5,14935288.0,2987057.6,14248342.0,20360.0,2024,110,0,-0.8660254037844385,-0.5000000000000004
26439,1,27.0,0,0,29930.0,20360.0,300.0,208.0,2.0,2.0,5,14935288.0,2987057.6,14248342.0,6375.0,2024,110,0,-0.8660254037844385,-0.5000000000000004
26439,1,28.0,0,0,20360.0,6375.0,208.0,85.0,2.0,1.0,5,14935288.0,2987057.6,14248342.0,6225.0,2024,110,0,-0.8660254037844385,-0.5000000000000004
26439,1,29.0,0,0,6375.0,6225.0,85.0,83.0,1.0,1.0,5,14935288.0,2987057.6,14248342.0,1575.0,2024,110,0,-0.8660254037844385,-0.5000000000000004
26514,1,3.0,0,0,8591.0,23399.0,33.0,83.0,1.0,2.0,7,8591.0,1227.2857142857142,23399.0,25770.0,2024,93,0,0.49999999999999994,0.8660254037844387
26514,1,4.0,0,2,23399.0,25770.0,83.0,107.0,2.0,1.0,7,8591.0,1227.2857142857142,23399.0,47700.0,2024,93,0,0.49999999999999994,0.8660254037844387
26625,1,3.0,0,0,351900.0,243296.0,1524.0,1029.0,63.0,63.0,3,351900.0,117300.0,243296.0,28117.0,2024,112,0,0.49999999999999994,0.8660254037844387
26625,1,4.0,0,0,243296.0,28117.0,1029.0,113.0,63.0,24.0,3,351900.0,117300.0,243296.0,4633.0,2024,112,0,0.49999999999999994,0.8660254037844387
26625,1,5.0,0,0,28117.0,4633.0,113.0,18.0,24.0,4.0,3,351900.0,117300.0,243296.0,1465.0,2024,112,0,0.49999999999999994,0.8660254037844387
26625,1,6.0,0,0,4633.0,1465.0,18.0,6.0,4.0,3.0,3,351900.0,117300.0,243296.0,630.0,2024,112,0,0.49999999999999994,0.8660254037844387
26779,1,3.0,0,0,837651.0,1033328.0,3337.0,4079.0,61.0,61.0,3,837651.0,279217.0,1033328.0,514666.0,2024,104,0,0.8660254037844386,0.5000000000000001
26779,1,4.0,0,0,1033328.0,514666.0,4079.0,2035.0,61.0,57.0,3,837651.0,279217.0,1033328.0,450608.0,2024,104,0,0.8660254037844386,0.5000000000000001
26779,1,5.0,0,0,514666.0,450608.0,2035.0,1780.0,57.0,47.0,3,837651.0,279217.0,1033328.0,176715.0,2024,104,0,0.8660254037844386,0.5000000000000001
26779,1,6.0,0,0,450608.0,176715.0,1780.0,715.0,47.0,26.0,3,837651.0,279217.0,1033328.0,90257.0,2024,104,0,0.8660254037844386,0.5000000000000001
26779,1,7.0,0,0,176715.0,90257.0,715.0,343.0,26.0,14.0,3,837651.0,279217.0,1033328.0,52701.0,2024,104,0,0.8660254037844386,0.5000000000000001
26779,1,8.0,0,0,90257.0,52701.0,343.0,210.0,14.0,6.0,3,837651.0,279217.0,1033328.0,21195.0,2024,104,0,0.8660254037844386,0.5000000000000001
26779,1,9.0,0,0,52701.0,21195.0,210.0,83.0,6.0,4.0,3,837651.0,279217.0,1033328.0,8810.0,2024,104,0,0.8660254037844386,0.5000000000000001
26779,1,10.0,0,0,21195.0,8810.0,83.0,36.0,4.0,2.0,3,837651.0,279217.0,1033328.0,1180.0,2024,104,0,0.8660254037844386,0.5000000000000001
27106,1,3.0,0,0,418336.0,176461.0,1400.0,726.0,14.0,14.0,3,418336.0,139445.33333333334,176461.0,132957.0,2025,102,0,-0.8660254037844386,0.5000000000000001
27106,1,4.0,0,0,176461.0,132957.0,726.0,546.0,14.0,14.0,3,418336.0,139445.33333333334,176461.0,7234.0,2025,102,0,-0.8660254037844386,0.5000000000000001
27106,1,5.0,0,0,132957.0,7234.0,546.0,27.0,14.0,2.0,3,418336.0,139445.33333333334,176461.0,14290.0,2025,102,0,-0.8660254037844386,0.5000000000000001
27343,1,3.0,0,0,12045535.0,5694457.0,46411.0,22337.0,90.0,90.0,7,12045535.0,1720790.7142857143,5694457.0,2938901.0,2024,108,0,0.8660254037844387,-0.4999999999999998
27343,1,4.0,0,0,5694457.0,2938901.0,22337.0,11470.0,90.0,90.0,7,12045535.0,1720790.7142857143,5694457.0,1166931.0,2024,108,0,0.8660254037844387,-0.4999999999999998
27343,1,5.0,0,0,2938901.0,1166931.0,11470.0,4519.0,90.0,84.0,7,12045535.0,1720790.7142857143,5694457.0,503971.0,2024,108,0,0.8660254037844387,-0.4999999999999998
27343,1,6.0,0,0,1166931.0,503971.0,4519.0,1953.0,84.0,63.0,7,12045535.0,1720790.7142857143,5694457.0,120916.0,2024,108,0,0.8660254037844387,-0.4999999999999998
27343,1,7.0,0,0,503971.0,120916.0,1953.0,460.0,63.0,26.0,7,12045535.0,1720790.7142857143,5694457.0,71154.0,2024,108,0,0.8660254037844387,-0.4999999999999998
27343,1,8.0,0,0,120916.0,71154.0,460.0,266.0,26.0,10.0,7,12045535.0,1720790.7142857143,5694457.0,23255.0,2024,108,0,0.8660254037844387,-0.4999999999999998
27343,1,9.0,0,0,71154.0,23255.0,266.0,87.0,10.0,4.0,7,12045535.0,1720790.7142857143,5694457.0,5810.0,2024,108,0,0.8660254037844387,-0.4999999999999998
27343,1,10.0,0,0,23255.0,5810.0,87.0,24.0,4.0,3.0,7,12045535.0,1720790.7142857143,5694457.0,2820.0,2024,108,0,0.8660254037844387,-0.4999999999999998
27899,1,3.0,0,0,16706756.0,38988567.0,61983.0,142420.0,92.0,94.0,3,16706756.0,5568918.666666667,38988567.0,39730790.0,2025,118,0,-1.0,-1.8369701987210297e-16
27899,1,4.0,0,0,38988567.0,39730790.0,142420.0,142615.0,94.0,94.0,3,16706756.0,5568918.666666667,38988567.0,33503815.0,2025,118,0,-1.0,-1.8369701987210297e-16
27899,1,5.0,0,0,39730790.0,33503815.0,142615.0,119823.0,94.0,94.0,3,16706756.0,5568918.666666667,38988567.0,25497646.0,2025,118,0,-1.0,-1.8369701987210297e-16
27899,1,6.0,0,0,33503815.0,25497646.0,119823.0,91670.0,94.0,94.0,3,16706756.0,5568918.666666667,38988567.0,20323715.0,2025,118,0,-1.0,-1.8369701987210297e-16
27899,1,7.0,0,0,25497646.0,20323715.0,91670.0,72716.0,94.0,93.0,3,16706756.0,5568918.666666667,38988567.0,10663191.0,2025,118,0,-1.0,-1.8369701987210297e-16
27899,1,8.0,0,0,20323715.0,10663191.0,72716.0,38217.0,93.0,91.0,3,16706756.0,5568918.666666667,38988567.0,9314047.0,2025,118,0,-1.0,-1.8369701987210297e-16
27899,1,9.0,0,0,10663191.0,9314047.0,38217.0,33377.0,91.0,91.0,3,16706756.0,5568918.666666667,38988567.0,4422028.0,2025,118,0,-1.0,-1.8369701987210297e-16
29081,1,3.0,0,0,1575798.0,2059465.0,5401.0,7154.0,41.0,41.0,4,1575798.0,393949.5,2059465.0,1141620.0,2025,214,0,0.8660254037844386,0.5000000000000001
29081,1,4.0,0,0,2059465.0,1141620.0,7154.0,3944.0,41.0,41.0,4,1575798.0,393949.5,2059465.0,692234.0,2025,214,0,0.8660254037844386,0.5000000000000001
29081,1,5.0,0,0,1141620.0,692234.0,3944.0,2444.0,41.0,30.0,4,1575798.0,393949.5,2059465.0,332841.0,2025,214,0,0.8660254037844386,0.5000000000000001
29081,1,6.0,0,0,692234.0,332841.0,2444.0,1171.0,30.0,25.0,4,1575798.0,393949.5,2059465.0,215172.0,2025,214,0,0.8660254037844386,0.5000000000000001
29081,1,7.0,0,0,332841.0,215172.0,1171.0,765.0,25.0,13.0,4,1575798.0,393949.5,2059465.0,101504.0,2025,214,0,0.8660254037844386,0.5000000000000001
29081,1,8.0,0,0,215172.0,101504.0,765.0,362.0,13.0,8.0,4,1575798.0,393949.5,2059465.0,70840.0,2025,214,0,0.8660254037844386,0.5000000000000001
29081,1,9.0,0,0,101504.0,70840.0,362.0,254.0,8.0,6.0,4,1575798.0,393949.5,2059465.0,57970.0,2025,214,0,0.8660254037844386,0.5000000000000001
29081,1,10.0,0,0,70840.0,57970.0,254.0,210.0,6.0,5.0,4,1575798.0,393949.5,2059465.0,35460.0,2025,214,0,0.8660254037844386,0.5000000000000001
29081,1,11.0,0,0,57970.0,35460.0,210.0,136.0,5.0,5.0,4,1575798.0,393949.5,2059465.0,36210.0,2025,214,0,0.8660254037844386,0.5000000000000001
29081,1,12.0,0,0,35460.0,36210.0,136.0,140.0,5.0,2.0,4,1575798.0,393949.5,2059465.0,10710.0,2025,214,0,0.8660254037844386,0.5000000000000001
29081,1,13.0,0,1,36210.0,10710.0,140.0,45.0,2.0,1.0,4,1575798.0,393949.5,2059465.0,10930.0,2025,214,0,0.8660254037844386,0.5000000000000001
