movieId,rank,name,releaseDate,publisher,dayCount,theaterCount,amount,tickets,marketShare,totalDayCount,totalAmount,totalTickets
31807,1,泥娃娃,2025-10-09,文化內容策進院##合影視有限合夥##必應創造股份有限公司##能率影業股份有限公司##阿榮影業股份有限公司##天予電影有限公司,3,1,371230.0,1229,0.8470020675396278,3,428950.0,1451
32087,2,碰碰狐和貝貝彬歡唱電影：奇幻世界大冒險(國語版),2025-10-04,ABNORMAL STUDIOS SDN BHD,1,1,86655.0,316,1.0,1,86655.0,316
31668,3,突破:三千米的泳氣,2025-10-03,威剛科技股份有限公司##忠興織造廠股份有限公司##泳氣電影全媒體有限公司##呷尚寶興業股份有限公司##新東陽股份有限公司##精英開發有限公司##劇糖文創娛樂股份有限公司##中華全球護眼公益協會##日月潭力麗溫德姆溫泉酒店,54,3,2325489.0,9718,0.47172467355953596,54,4885899.0,20601
31900,4,一百公尺。,2025-10-03,ASMIK ACE  INC.,69,3,2057241.0,7165,1.0,69,2057241.0,7165
31842,5,蓋比的娃娃屋大電影,2025-10-03,UNIVERSAL INTERNATIONAL FILMS LLC,74,3,797747.0,2913,1.0,74,797747.0,2913
31808,6,夢想巨無霸,2025-10-03,Atrium Productions Kft.,42,3,724163.0,2811,1.0,42,724163.0,2811
31037,7,暗影部隊,2025-10-03,Lions Gate International (UK) Limited,61,3,700050.0,2859,1.0,61,700050.0,2859
27106,8,河鰻,2025-10-03,底噪影像有限公司##滿滿額娛樂股份有限公司##內容物數位電影製作有限公司##彥恩國際經紀事業股份有限公司##文化內容策進院,14,3,418336.0,1400,0.8092485549132948,14,533836.0,1730
31159,9,皇家保姆亞瑟,2025-10-03,ALL RIGHTS ENTERTAINMENT.SAS,18,3,83803.0,317,1.0,18,83803.0,317
31702,10,光,2025-10-03,Beta Film GmbH,13,3,56676.0,241,1.0,13,56676.0,241
31776,11,搗破法蘭克,2025-10-03,拾陸比玖有限公司##掌賞綜藝集團有限公司,22,3,23489.0,100,1.0,22,23489.0,100
31777,12,奇幻導航,2025-10-02,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,1,1,54000.0,180,1.0,1,54000.0,180
30676,13,我們意外的勇氣,2025-10-02,相信音樂國際股份有限公司##六六喜喜股份有限公司##華文創股份有限公司##巧合影像社,1,1,36920.0,142,1.0,1,36920.0,142
31988,14,銀簪子,2025-10-02,影舞工作室,1,1,34590.0,175,1.0,1,34590.0,175
31861,15,BTS 2019 'SPEAK YOURSELF' LONDON Remastered,2025-10-01,Trafalgar Releasing Ltd.,5,5,2103715.0,4117,1.0,5,2103715.0,4117
31941,16,BTS 2021 SOWOOZOO Remastered,2025-10-01,Trafalgar Releasing Ltd.,12,5,1416450.0,2791,1.0,12,1416450.0,2791
31904,17,陰陽眼見子,2025-09-30,KADOKAWA CORPORATION,20,3,168618.0,668,1.0,20,168618.0,668
31863,18,他年她日,2025-09-29,RED ON RED##影一製作所股份有限公司##能率影業股份有限公司##香港商甲上娛樂有限公司台灣分公司##台灣大哥大股份有限公司##一起娛樂事業有限公司##緯來電視網股份有限公司,98,3,5279145.0,19274,1.0,98,5279145.0,19274
31799,19,電影版 神奇柑仔店 錢天堂,2025-09-26,TOHO CO.  LTD.,58,7,1347080.0,5218,0.4966685703407577,66,2728468.0,10506
31835,20,沒好婚姻,2025-09-26,BUENA VISTA INTERNATIONAL  INC.,39,7,1215205.0,4535,0.5719510657081599,39,2139479.0,7929
31651,21,永遠在一起,2025-09-26,GEM ENTERAINMENT KFT.,45,7,994676.0,3802,0.49868835257082894,45,1987177.0,7624
31809,22,疾速營救,2025-09-26,Voltage Pictures  LLC.,33,4,535405.0,2215,0.4767541971588463,33,1125745.0,4646
31745,23,血怨,2025-09-26,EST N8 LLC,22,4,537443.0,2014,0.4930232558139535,22,1095085.0,4085
31704,24,陌路兄弟,2025-09-26,綺影映畫有限公司##REC Production,8,7,52150.0,224,0.2762022194821208,8,178391.0,811
31662,25,淒厲人師,2025-09-26,M DISTRIBUTION CO. LTD.,3,4,77538.0,318,0.4428969359331476,3,177469.0,718
31905,26,Kygo: Back at the Bowl,2025-09-26,CJ 4DPLEX,2,1,54645.0,80,0.39215686274509803,2,141510.0,204
31762,27,約見波布,2025-09-26,一條龍虎豹國際娛樂有限公司,4,4,50143.0,235,0.5176211453744494,4,97305.0,454
31797,28,一戰再戰,2025-09-25,WARNER BROS. PICTURES INTERNATIONAL.,83,7,9236937.0,30174,0.49884274566856235,83,18590043.0,60488
31862,29,CHA EUN-WOO：MEMORIES IN CINEMAS,2025-09-24,CJ 4DPLEX Co.  Ltd.,6,4,113600.0,288,0.29782833505687695,6,399375.0,967
31796,30,傲嬌公主的奇幻冒險,2025-09-20,ALL RIGHTS ENTERTAINMENT SAS,21,4,314431.0,1290,0.4472954230235784,21,709853.0,2884
31767,31,醜得要命,2025-09-20,Plus M Entertainment 	  	 ,10,4,184569.0,788,0.39818089944416374,10,493487.0,1979
31794,32,劇場版『鏈鋸人 蕾潔篇』,2025-09-19,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,93,7,47659807.0,153858,0.48880741639715086,93,97251810.0,314762
31836,33,8號出口,2025-09-19,TOHO,43,7,2246269.0,7929,0.23629861421546713,43,9750587.0,33555
22894,34,一一 25周年4K數位修復版,2025-09-19,PONY CANYON,16,2,989335.0,3670,0.25582043775268365,16,3872956.0,14346
31531,35,詭鄉,2025-09-19,一群獨角鯨娛樂股份有限公司,15,4,387169.0,1399,0.11869008229405277,15,3122543.0,11787
29380,36,失明,2025-09-19,昕璟娛樂股份有限公司##輯潛資本投資股份有限公司##周子娛樂有限公司##文化內容策進院,6,4,330969.0,1295,0.1281163434903047,53,2627196.0,10108
31570,37,無名指,2025-09-19,無限動力實業有限公司##尚乘數字媒體有限公司##四川大路影業有限公司##廣東昇格傳媒股份有限公司,2,3,90120.0,378,0.0907999039154456,2,988737.0,4163
31801,38,鬼祭,2025-09-19,Atrium Productions Kft.,1,4,64823.0,252,0.07181533200341977,1,923218.0,3509
31191,39,病毒,2025-09-19,Contents Panda,1,2,28875.0,127,0.03957619196011219,1,783575.0,3209
31713,40,捏造：史上最惡殺人教師,2025-09-19,TOEI COMPANY  LTD.	  ,3,7,96966.0,391,0.14715844937899888,3,662654.0,2657
31714,41,鋼琴之子,2025-09-19,FILM FACTORY ENTERTAINMENT##S.L.,1,2,17570.0,84,0.11428571428571428,1,158270.0,735
31670,42,搖籃凡世,2025-09-19, 匠子映畫製作有限公司,1,3,25940.0,104,0.23059866962305986,1,104986.0,451
31805,43,阿蒙怎麼了？,2025-09-19,Charades S.A.S,1,2,12605.0,61,0.1373873873873874,1,100648.0,444
31541,44,熱烈,2025-09-13,儒意影業（杭州）有限公司##上海他城影業有限公司##上海淘票票影視文化有限公司##中國電影股份有限公司##上海瀚納影視文化傳媒有限公司##浙江橫店影業有限公司##萬達電影股份有限公司##天津貓眼微影文化傳媒有限公司##上海儒意影視製作有限公司##杭州中交文化發展有限公司##深圳市匯文控股有限公司##優酷信息技術（北京）有限公司##福建省中視傳播有限公司##浙江峰行天下影視文化傳媒有限公司##華數傳媒網絡有限公司##杭州佳平影業有限公司##上海有麼字影業有限公司##補拙影視傳媒（內蒙古）有限公司##浙江影視（集團）有限公司##中引文化傳媒（武漢）有限公司##北京粒粒橙傳媒有限公司##初心文化有限公司##方特影業投資有限公司##北京微夢創科網絡技術有限公司##抖音文化（廈門）有限公司,7,7,636653.0,2427,0.3584404076207355,7,1725858.0,6771
29378,45,我家的事,2025-09-12,大慕可可股份有限公司##文化內容策進院##酷映有影工作室有限公司,36,3,1144142.0,4456,0.13131759644004362,50,8801518.0,33933
31769,46,大競走,2025-09-12,Lions Gate International (UK) Limited,2,3,408067.0,1838,0.09263179115008567,2,4924117.0,19842
31523,47,樂來越愛你,2025-09-12,LIONS GATE INTERNATIONAL(UK) LIMITED,2,7,165459.0,559,0.04215686274509804,2,4698824.0,13260
31760,48,鬼巫,2025-09-12,Highland Sales  LLC,1,4,4800.0,23,0.0049483648881239245,1,1159979.0,4648
31750,49,月光下的藍色男孩,2025-09-12,A24 INTERNATIONAL LLC,1,1,2410.0,10,0.008873114463176575,1,277417.0,1127
31234,50,妮基的重生,2025-09-12,PULSAR CONTENT SAS,1,1,1600.0,5,0.007564296520423601,1,142519.0,661
31671,51,愛裡行間,2025-09-12,CORNERSTONE FILMS LTD,1,1,440.0,2,0.003616636528028933,1,119245.0,553
31654,52,電影版小林家的龍女僕：害怕寂寞的龍,2025-09-09,ABC ANIMATION  INC.,18,7,740455.0,2647,0.10402829632540775,37,7045503.0,25445
31701,53,麵包超人電影版：小水滴的英雄！,2025-09-06,TMS ENTERTAINMENT CO.  LTD.,3,4,113924.0,430,0.08845916478090927,3,1276038.0,4861
27899,54,96分鐘,2025-09-05,華影國際影藝有限公司##前景娛樂有限公司##文化內容策進院##識富社會企業股份有限公司 (識富天使會)##米珞安影業製作有限公司##台北市電影委員會 (財團法人台北市文化基金會)##夢想創造股份有限公司##瑞德國際股份有限公司##龍英投資有限公司##聯合數位文創股份有限公司##麻吉砥加電影股份有限公司##臺中市影視協拍 (財團法人臺中市影視發展基金會)##星環資產有限公司,93,7,25497646.0,91670,0.16292891699458623,93,155643564.0,562638
31685,55,劇場版 咒術迴戰 懷玉・玉折,2025-09-05,Toho Co.  Ltd.,48,7,2056522.0,6759,0.06744768538384009,73,29101356.0,100211
31712,56,劇場版 歌之☆王子殿下♪ TABOO NIGHT XXXX with Double Encore (QUARTET NIGHT version),2025-09-05,KING RECORD CO.  LTD.,7,7,134295.0,494,0.07143890093998553,7,1847153.0,6915
31158,57,黑白線人,2025-09-05,MegaboxJoongang Ine,1,4,2000.0,8,0.0018665422305179655,1,1129371.0,4286
31502,58,怪奇寶貝,2025-09-05,Angel Studios  Inc.,1,4,400.0,2,0.0007390983000739098,1,683043.0,2706
31686,59,陽台上的壞女孩,2025-09-05,MK2 Films,1,1,211809.0,596,0.3944407677035076,1,422666.0,1511
31305,60,世紀編舞大師,2025-09-05,Beta Film GmbH,1,2,6930.0,34,0.030357142857142857,1,233926.0,1120
31715,61,致我所愛之人,2025-09-05,日活株式會社(NIKKATSU CORPORATION),1,7,17280.0,73,0.09986320109439124,1,166304.0,731
31596,62,厲陰宅：最終聖事,2025-09-03,WARNER BROS. PICTURES INTERNATIONAL.,83,7,2714260.0,9501,0.0469152749933338,83,59560591.0,202514
31520,63,龍之心-靈界探訪記-,2025-08-30,幸福の科学出版,13,7,601289.0,2649,0.13509102962925187,13,4446237.0,19609
29882,64,進行曲,2025-08-29,未來進行曲股份有限公司##文化內容策進院##中華電信股份有限公司##滾石國際音樂股份有限公司##華映娛樂股份有限公司##台亞半導體股份有限公司##財團法人台亞醫療公益基金會,5,7,485815.0,1965,0.04277132036045449,2,11582854.0,45942
31308,65,噪音殺機,2025-08-29,FINECUT CO.  LTD.,1,3,2060.0,8,0.0026058631921824105,1,787674.0,3070
31394,66,失控夜班,2025-08-29,TRUSTNORDISK APS,1,2,880.0,4,0.001671541997492687,1,546372.0,2393
31402,67,天作之合,2025-08-23,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,7,7,232361.0,816,0.017953400365228488,86,12568389.0,45451
31563,68,戰疫前線,2025-08-23,KINO FILMS CO.  LTD.,1,2,4320.0,16,0.0047875523638539795,1,873697.0,3342
31355,69,電影蠟筆小新：超華麗！灼熱的春日部舞者們,2025-08-22,ADK EMOTIONS INC. ,42,7,1175683.0,4716,0.02516300462068745,86,49557497.0,187418
31559,70,脫線神探,2025-08-22,PARAMOUNT PICTURES CORPORATION,1,2,5412.0,18,0.000552808574675225,83,8571620.0,32561
31301,71,我在荒野做了一場夢,2025-08-22,七日印象電影有限公司##牽猴子股份有限公司,1,1,209950.0,971,0.07524798512089274,1,3130608.0,12904
31474,72,角頭－鬥陣欸,2025-08-21,曼尼娛樂投資股份有限公司##影一製作所股份有限公司##浪凡網路科技股份有限公司##風度國際股份有限公司,71,7,1331537.0,4960,0.007245223046236501,1,187525576.0,684589
31547,73,辣媽辣妹2,2025-08-18,BUENA VISTA INTERNATIONAL  INC.,2,2,40117.0,183,0.00514869313226233,1,9604232.0,35543
31507,74,一兆$遊戲　劇場版,2025-08-15,TOKYO BROADCATING SYSTEM TELEVISION INC.,1,2,1570.0,5,0.0008060615831049493,1,1570888.0,6203
31364,75,凶器,2025-08-08,WARNER BROS. PICTURES INTERNATIONAL.,2,4,21387.0,75,0.0008295267273511552,82,25137033.0,90413
31365,76,劇場版「鬼滅之刃」無限城篇 第一章 猗窩座再襲,2025-08-06,Aniplex Inc.,91,7,13043841.0,42252,0.016891502916794598,98,802372954.0,2501376
31201,77,壞蛋聯盟 2,2025-07-26,UNIVERSAL INTERNATIONAL FILMS LLC,1,1,1100.0,4,5.920926032831535e-05,76,17397842.0,67557
31329,78,全知讀者視角,2025-07-21,Smilegate Holdings  Inc,1,1,7620.0,26,9.131361661626857e-05,87,78316652.0,284733
31190,79,電影哆啦A夢：大雄的繪畫世界物語,2025-07-18,TOHO CO.  LTD. ,8,6,179511.0,683,0.0030333715280553555,77,58028172.0,225162
31302,80,是誰搞的鬼,2025-07-18,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,1,4,2175.0,29,0.0024982770503101308,21,2933862.0,11608
30560,81,長椅小情歌,2025-07-18,GAGA Corporation. ,1,3,15475.0,64,0.0075569724878970365,1,2115401.0,8469
31186,82,超人,2025-07-08,WARNER BROS. PICTURES INTERNATIONAL.,2,2,40475.0,416,0.0013925571835530963,26,87801190.0,298731
31082,83,地球特派員,2025-07-02,BUENA VISTA INTERNATIONAL  INC.,1,7,36200.0,181,0.0012858675343312422,25,36482822.0,140761
31123,84,侏羅紀世界：重生,2025-07-01,UNIVERSAL INTERNATIONAL FILMS LLC,1,2,35065.0,447,0.0004243599711776986,76,298893063.0,1053351
31128,85,窒友梅根 2.0,2025-06-27,UNIVERSAL INTERNATIONAL FILMS LLC,1,7,6225.0,83,0.001785330178533018,90,12374070.0,46490
31013,86,謊島美人魚,2025-06-27,英皇影業有限公司##英皇娛樂（香港）有限公司##電影夢工作室有限公司,1,4,1875.0,25,0.0641025641025641,1,74937.0,390
30809,87,名偵探柯南 獨眼的殘像,2025-06-25,株式会社トムス・エンタテインメント,3,5,147111.0,340,0.00043539282677512215,52,214611801.0,780904
31027,88,F1電影,2025-06-24,WARNER BROS. PICTURES INTERNATIONAL.,41,2,2042178.0,6150,0.0035211993376709928,92,568007032.0,1746564
30960,89,28年毀滅倒數,2025-06-17,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,2,7,51875.0,445,0.0058903728804585226,94,20810316.0,75547
30704,90,造山者－世紀的賭注,2025-06-13,財團法人蔣見美教授文教基金會##鴻梅文創志業股份有限公司##上善醫文化工作室##視納華仁文化傳播股份有限公司,1,1,414230.0,1778,0.013259454259357312,12,33410778.0,134093
30717,91,馴龍高手,2025-06-07,UNIVERSAL INTERNATIONAL FILMS LLC,2,1,173280.0,548,0.0012509987444355667,9,131882908.0,438050
30833,92,山忌 黃衣小飛俠,2025-06-06,文化內容策進院##合影視有限合夥##中華電信股份有限公司##中環國際娛樂事業股份有限公司##再現影像製作股份有限公司##聯合數位文創股份有限公司##紅衣小女孩股份有限公司,1,4,3075.0,41,0.00036856251629316004,44,29529327.0,111243
30636,93,怪譚搜索,2025-06-06,PULSAR CONTENT SAS,1,3,3150.0,42,0.06542056074766354,1,158757.0,642
30812,94,送院途中,2025-05-29,天下一電影製作有限公司##宏寰文化傳播有限公司##樂天公關宣傳有限公司##香港電影發展基金及文創產業發展處,1,4,1725.0,23,0.015013054830287207,1,305591.0,1532
30738,95,星際寶貝：史迪奇,2025-05-22,BUENA VISTA INTERNATIONAL  INC.,2,7,27215.0,214,0.000549009345986203,3,105605881.0,389793
30739,96,不可能的任務：最終清算,2025-05-17,PARAMOUNT PICTURES CORPORATION,1,5,17630.0,124,8.471536661599686e-05,7,453027895.0,1463725
30699,97,此刻的我們,2025-05-16,STUDIOCANAL,1,7,7875.0,105,0.058823529411764705,1,414423.0,1785
30436,98,泣聲驚魂,2025-05-09,FILM FACTORY ENTERTAINMENT ##S.L.,1,3,2475.0,33,0.09482758620689655,1,82637.0,348
30366,99,取精急轉彎,2025-04-25,CHARADES S.A.S,1,3,2025.0,27,0.0005190510976969511,53,14075598.0,52018
26448,100,風之谷,2025-03-06,Studio Ghibli Inc.,1,2,89900.0,306,0.0019082779350686606,89,43193293.0,160354
29081,101,粗獷派建築師,2025-02-27,UNIVERSAL INTERNATIONAL FILMS LLC,1,1,30850.0,113,0.004595363969093128,27,7104156.0,24590
30021,102,辛辛監獄劇團,2025-02-21,	 Black Bear Pictures,1,1,16141.0,61,0.0433546552949538,1,337232.0,1407
29831,103,乖女孩,2025-01-17,RELAY MOTION KFT.,1,1,12726.0,46,0.0022290061539952514,16,5265066.0,20637
29611,104,交換禮物,2024-12-25,寬魚國際股分有限公司##六六喜喜股份有限公司##影市堂股份有限公司##文化內容策進院,1,1,10350.0,45,0.001242887919129426,1,8969137.0,36206
29513,105,異教詭屋,2024-11-29,RELAY MOTION KFT.,1,1,13822.0,47,0.0029681086201452478,11,4005323.0,15835
27633,106,國有器官,2024-08-30,如意影視制作公司(Rooyee Films Production Inc.),3,1,8195.0,37,0.0025655248925253085,3,3294567.0,14422
27343,107,帝國浩劫：美國內戰,2024-04-29,RELAY MOTION KFT.,1,1,13616.0,45,0.0005135462077465592,25,22598892.0,87626
26514,108,紅豬,2024-01-01,Studio Ghibli Inc.,4,4,103653.0,404,0.009370723447683993,1,11560979.0,43113
26305,109,夢行者保羅,2023-12-04,RELAY MOTION KFT.,1,1,18000.0,68,0.006001765225066196,4,2772249.0,11330
25045,110,鬼手鬼手 請開口,2023-08-11,Bankside Films Ltd,1,1,14400.0,53,0.0018386816999132697,74,7188349.0,28825
24089,111,心之谷,2023-04-25,SHOCHIKU CO.  LTD,1,2,44020.0,159,0.002976190476190476,14,14383717.0,53424
24046,112,寶可噩夢,2023-04-21,A24 INTERNATIONAL  LLC,1,1,17173.0,62,0.009844395046046363,1,1684160.0,6298
23290,113,蘿拉快跑,2022-12-17,Beta Film GmbH,1,1,22455.0,103,0.11318681318681319,1,196527.0,910
23322,114,阿凡達：水之道,2022-12-14,BUENA VISTA INTERNATIONAL  INC.,77,4,1938582.0,4875,0.002172290485367674,4,748993991.0,2244175
22962,115,即使，這份戀情今晚會從世上消失,2022-11-11,TOHO CO.  LTD.,2,2,28977.0,98,0.0018956612569394743,18,13850104.0,51697
21389,116,們,2022-05-31,RELAY MOTION KFT.,1,1,11387.0,41,0.002932131874418937,1,3364504.0,13983
20828,117,媽的多重宇宙,2022-04-13,A24 INTERNATIONAL LLC,1,1,49312.0,162,0.0005384814822201392,1,74873738.0,300846
13460,118,仲夏魘,2019-07-12,A24 INTERNATIONAL  LLC,4,2,169103.0,634,0.041104771784232365,4,3652145.0,15424
9161,119,宿怨,2018-06-13,A24 INTERNATIONAL LLC,1,2,54968.0,213,0.001809132295984236,56,27287090.0,117736
8749,120,幻之光,2018-06-08,(法國)CELLULOID DREAMS SAS,1,1,35375.0,164,0.07540229885057471,1,463885.0,2175
8747,121,下一站，天國,2018-06-08,(法國)CELLULOID DREAMS SAS,1,1,32025.0,151,0.09587301587301587,1,328050.0,1575
