movieId,rank,name,releaseDate,publisher,dayCount,theaterCount,amount,tickets,marketShare,totalDayCount,totalAmount,totalTickets
26245,1,左撇子女孩,2025-10-31,Le Pacte 電影公司##LHG FILMS LIMITED##Good Chaos Ltd##左撇子女孩電影製作有限公司##台北市電影委員會,1,1,95750.0,383,1.0,1,95750.0,383
31807,2,泥娃娃,2025-10-09,文化內容策進院##合影視有限合夥##必應創造股份有限公司##能率影業股份有限公司##阿榮影業股份有限公司##天予電影有限公司,1,1,57720.0,222,1.0,1,57720.0,222
31668,3,突破:三千米的泳氣,2025-10-03,威剛科技股份有限公司##忠興織造廠股份有限公司##泳氣電影全媒體有限公司##呷尚寶興業股份有限公司##新東陽股份有限公司##精英開發有限公司##劇糖文創娛樂股份有限公司##中華全球護眼公益協會##日月潭力麗溫德姆溫泉酒店,2,2,773090.0,3289,0.30221446292382614,2,2560410.0,10883
27106,4,河鰻,2025-10-03,底噪影像有限公司##滿滿額娛樂股份有限公司##內容物數位電影製作有限公司##彥恩國際經紀事業股份有限公司##文化內容策進院,1,1,115500.0,330,1.0,1,115500.0,330
22894,5,一一,2025-10-01,PONY CANYON,24,5,1623554.0,6093,0.570719370550768,24,2883621.0,10676
31748,6,卡夫卡最後的愛,2025-09-27,TrustNordisk,1,1,4960.0,31,1.0,1,4960.0,31
31799,7,電影版 神奇柑仔店 錢天堂,2025-09-26,TOHO CO.  LTD.,67,3,1381388.0,5288,1.0,67,1381388.0,5288
31541,8,熱烈,2025-09-26,儒意影業（杭州）有限公司##上海他城影業有限公司##上海淘票票影視文化有限公司##中國電影股份有限公司##上海瀚納影視文化傳媒有限公司##浙江橫店影業有限公司##萬達電影股份有限公司##天津貓眼微影文化傳媒有限公司##上海儒意影視製作有限公司##杭州中交文化發展有限公司##深圳市匯文控股有限公司##優酷信息技術（北京）有限公司##福建省中視傳播有限公司##浙江峰行天下影視文化傳媒有限公司##華數傳媒網絡有限公司##杭州佳平影業有限公司##上海有麼字影業有限公司##補拙影視傳媒（內蒙古）有限公司##浙江影視（集團）有限公司##中引文化傳媒（武漢）有限公司##北京粒粒橙傳媒有限公司##初心文化有限公司##方特影業投資有限公司##北京微夢創科網絡技術有限公司##抖音文化（廈門）有限公司,7,3,764525.0,3006,0.6919889502762431,7,1089205.0,4344
31651,9,永遠在一起,2025-09-26,GEM ENTERAINMENT KFT.,60,3,992501.0,3822,1.0,60,992501.0,3822
31835,10,沒好婚姻,2025-09-26,BUENA VISTA INTERNATIONAL  INC.,40,3,924274.0,3394,1.0,40,924274.0,3394
31809,11,疾速營救,2025-09-26,Voltage Pictures  LLC.,48,3,590340.0,2431,1.0,48,590340.0,2431
31745,12,血怨,2025-09-26,EST N8 LLC,51,3,557642.0,2071,1.0,51,557642.0,2071
31704,13,陌路兄弟,2025-09-26,綺影映畫有限公司##REC Production,12,3,126241.0,587,1.0,12,126241.0,587
31662,14,淒厲人師,2025-09-26,M DISTRIBUTION CO. LTD.,17,3,99931.0,400,1.0,17,99931.0,400
31905,15,Kygo: Back at the Bowl,2025-09-26,CJ 4DPLEX,7,3,86865.0,124,1.0,7,86865.0,124
31762,16,約見波布,2025-09-26,一條龍虎豹國際娛樂有限公司,13,3,47162.0,219,1.0,13,47162.0,219
31797,17,一戰再戰,2025-09-25,WARNER BROS. PICTURES INTERNATIONAL.,83,4,9353106.0,30314,1.0,83,9353106.0,30314
31843,18,BTS 2016 HYYH On Stage：Epilogue Remastered,2025-09-24,Trafalgar Releasing Ltd.,5,5,1706450.0,3374,1.0,5,1706450.0,3374
31838,19,BTS 2017 THE WINGS FINAL Remastered,2025-09-24,Trafalgar Releasing Ltd.,12,5,1677165.0,3305,1.0,12,1677165.0,3305
31862,20,CHA EUN-WOO：MEMORIES IN CINEMAS,2025-09-24,CJ 4DPLEX Co.  Ltd.,15,5,285775.0,679,1.0,15,285775.0,679
31796,21,傲嬌公主的奇幻冒險,2025-09-20,ALL RIGHTS ENTERTAINMENT SAS,35,3,375702.0,1526,0.9573400250941029,35,395422.0,1594
31767,22,醜得要命,2025-09-20,Plus M Entertainment 	  	 ,23,3,213938.0,879,0.7380352644836272,23,308918.0,1191
31794,23,劇場版『鏈鋸人 蕾潔篇』,2025-09-19,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,94,5,49455153.0,160513,0.9975699796151742,94,49592003.0,160904
31836,24,8號出口,2025-09-19,TOHO,54,7,3585178.0,12586,0.49114180910013266,54,7504318.0,25626
31531,25,詭鄉,2025-09-19,一群獨角鯨娛樂股份有限公司,56,7,1061895.0,4040,0.3889102810935695,56,2735374.0,10388
