movieId,rank,name,releaseDate,publisher,dayCount,theaterCount,amount,tickets,marketShare,totalDayCount,totalAmount,totalTickets
31668,1,突破:三千米的泳氣,2025-10-03,威剛科技股份有限公司##忠興織造廠股份有限公司##泳氣電影全媒體有限公司##呷尚寶興業股份有限公司##新東陽股份有限公司##精英開發有限公司##劇糖文創娛樂股份有限公司##中華全球護眼公益協會##日月潭力麗溫德姆溫泉酒店,1,1,291850.0,1207,1.0,1,291850.0,1207
31570,2,無名指,2025-09-19,無限動力實業有限公司##尚乘數字媒體有限公司##四川大路影業有限公司##廣東昇格傳媒股份有限公司,1,1,17530.0,77,1.0,1,17530.0,77
31520,3,龍之心-靈界探訪記-,2025-08-30,幸福の科学出版,1,1,25300.0,115,1.0,1,25300.0,115
29882,4,進行曲,2025-08-29,未來進行曲股份有限公司##文化內容策進院##中華電信股份有限公司##滾石國際音樂股份有限公司##華映娛樂股份有限公司##台亞半導體股份有限公司##財團法人台亞醫療公益基金會,80,3,2629324.0,10390,0.535373834183542,80,4800024.0,19407
31679,5,凌晨兩點的惡魔,2025-08-29,CJ ENM CO.  LTD,73,3,1326405.0,5057,1.0,73,1326405.0,5057
31669,6,鬼驅魔,2025-08-29,Sahamongkolfilm International Co.  Ltd.,48,3,895629.0,3463,1.0,48,895629.0,3463
31682,7,毒魔,2025-08-29,LEGENDARY FINANCE INC,63,3,552655.0,2135,1.0,63,552655.0,2135
31308,8,噪音殺機,2025-08-29,FINECUT CO.  LTD.,38,3,512117.0,1977,1.0,38,512117.0,1977
31684,9,熊貓月寶 ,2025-08-29,Gaumont 	  	 ,23,3,172934.0,658,1.0,23,172934.0,658
31394,10,失控夜班,2025-08-29,TRUSTNORDISK APS,19,3,152517.0,629,1.0,19,152517.0,629
27386,11,人造天空,2025-08-29,SALTO Films##Artichoke,22,3,115809.0,459,1.0,22,115809.0,459
31514,12,伊人製造,2025-08-29,KADOKAWA Animation,9,3,97735.0,344,1.0,9,97735.0,344
31564,13,塗鴉日記,2025-08-27,PONY CANYON INC. ,1,1,84500.0,334,1.0,1,84500.0,334
31402,14,天作之合,2025-08-23,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,87,3,3985932.0,14425,0.9869321291735085,87,4057692.0,14616
31563,15,戰疫前線,2025-08-23,KINO FILMS CO.  LTD.,26,3,286275.0,1114,0.7127319257837492,26,434926.0,1563
31355,16,電影蠟筆小新：超華麗！灼熱的春日部舞者們,2025-08-22,ADK EMOTIONS INC. ,86,7,21110142.0,79645,0.5701349368266581,86,36949653.0,139695
31559,17,脫線神探,2025-08-22,PARAMOUNT PICTURES CORPORATION,81,7,3499711.0,13354,0.49287665165719347,83,7115558.0,27094
31565,18,6DAYS,2025-08-22,CJ 4DPLEX CO.  LTD.,18,7,714473.0,1240,0.26171380329252847,18,2913324.0,4738
31560,19,近畿．禁忌,2025-08-22,NIPPON TELEVISION NETWORK CORPORATION,14,5,932180.0,3459,0.5204634366536263,14,1802050.0,6646
31301,20,我在荒野做了一場夢,2025-08-22,七日印象電影有限公司##牽猴子股份有限公司,18,7,611002.0,2434,0.5226540691432252,18,1164944.0,4657
31434,21,從那天起，眼淚是美味的,2025-08-22,WOWOW,4,7,164714.0,630,0.5044035228182546,4,318940.0,1249
31474,22,角頭－鬥陣欸,2025-08-21,曼尼娛樂投資股份有限公司##影一製作所股份有限公司##浪凡網路科技股份有限公司##風度國際股份有限公司,96,7,62159840.0,226258,0.44524865151005294,1,139364693.0,508161
31547,23,辣媽辣妹2,2025-08-18,BUENA VISTA INTERNATIONAL  INC.,80,7,3705833.0,13815,0.49663874609052017,1,7502151.0,27817
31303,24,無名弒 2,2025-08-15,UNIVERSAL INTERNATIONAL FILMS LLC,51,7,1119036.0,4160,0.12921261065382825,91,8439164.0,32195
31556,25,鬼 · 驅靈,2025-08-15,Pt Inspira Citra Asia,4,1,195565.0,693,0.09284565916398714,4,2035761.0,7464
31507,26,一兆$遊戲　劇場版,2025-08-15,TOKYO BROADCATING SYSTEM TELEVISION INC.,9,7,237617.0,925,0.15664690939881457,9,1497304.0,5905
31503,27,夜晚還年輕,2025-08-15,Magnolia Pictures LLC,2,2,96850.0,432,0.19789280806229959,2,504798.0,2183
30910,28,驅魔編年史：起源之戰,2025-08-15,FINECUT CO.  LTD.,3,3,3980.0,17,0.01599247412982126,3,273743.0,1063
31524,29,追愛衝浪手,2025-08-15,MK2 Films,1,1,4550.0,21,0.08076923076923077,1,57176.0,260
31307,30,邊境風暴,2025-08-14,Salaud Morisset SASU,4,4,86405.0,380,0.45346062052505964,4,192624.0,838
31432,31,Chao，我代表人類跟人魚結婚了,2025-08-13,Beyond C. Co.  Ltd.,17,5,233223.0,931,0.4420702754036087,37,515634.0,2106
31532,32,SEISHUN INOSHISHI <Go Wild> ATARASHII GAKKO! THE MOVIE,2025-08-13,CJ 4DPLEX CO. LTD,7,3,16750.0,31,0.09841269841269841,7,202698.0,315
31364,33,凶器,2025-08-08,WARNER BROS. PICTURES INTERNATIONAL.,73,7,4200319.0,14979,0.18028958992814414,82,23052752.0,83083
31476,34,劇場版 歌之☆王子殿下♪ TABOO NIGHT XXXX,2025-08-08,KING RECORD CO.  LTD.,15,7,965089.0,3219,0.3054949226535067,15,2863733.0,10537
31475,35,詭妾,2025-08-08,Mockingbird Pictures Co.  Ltd ,2,2,3320.0,15,0.00331858407079646,2,1218856.0,4520
31436,36,馴鹿大冒險：超越北極光,2025-08-08,Telepool GmbH 	  	 ,10,7,215184.0,899,0.46822916666666664,10,466443.0,1920
31414,37,老爸歌單未完待續,2025-08-08,PONY CANYON INC.,1,1,6000.0,30,0.01832620647525962,10,360146.0,1637
31304,38,沒有煙硝的山村,2025-08-08,CHARADES,1,2,14475.0,75,0.0633445945945946,1,246727.0,1184
31365,39,劇場版「鬼滅之刃」無限城篇 第一章 猗窩座再襲,2025-08-06,Aniplex Inc.,97,7,101506683.0,307447,0.14735814393549057,98,662855013.0,2086393
31446,40,我的朝聖之路,2025-08-03,SC FILMS INTERNATIONAL LIMITED,2,2,35605.0,160,0.04059883278355747,2,918588.0,3941
31435,41,我和我的殭屍女兒,2025-08-01,Contents Panda,11,5,295718.0,1127,0.027613073945214877,55,11204458.0,40814
31412,42,地嚇鐵,2025-08-01,CONTENTS PANDA,1,4,730.0,3,0.00023275661416711924,20,3401159.0,12889
31356,43,岸邊露伴一動也不動 懺悔室,2025-08-01,ASMIK ACE  INC.,6,4,170426.0,670,0.12026566146113804,6,1517586.0,5571
31330,44,醜繼妹,2025-08-01,Mer Film,1,2,16345.0,69,0.019414743950478333,1,911434.0,3554
31325,45,一念菩提,2025-08-01,Films Boutique SAS ,2,2,22065.0,89,0.04116558741905643,2,536960.0,2162
31221,46,那個人消失了,2025-08-01,Nippon Television Network Corporation,1,1,29890.0,127,0.11400359066427289,1,259247.0,1114
31323,47,歌劇魅影 20週年經典重映,2025-07-27,International Production Associates  Inc.,1,5,76574.0,323,0.058791408809610486,1,1416487.0,5494
31201,48,壞蛋聯盟 2,2025-07-26,UNIVERSAL INTERNATIONAL FILMS LLC,17,5,1125447.0,4665,0.07012717597185894,76,17128229.0,66522
31122,49,關於夢（性與愛）,2025-07-25,m-appeal world sales UG,1,3,13995.0,61,0.026919682259488084,1,511494.0,2266
31352,50,驚奇4超人：第一步,2025-07-23,BUENA VISTA INTERNATIONAL  INC.,29,2,522157.0,1956,0.00822941384359065,73,70490849.0,237684
31087,51,豬排特務,2025-07-23,GFM Animation LTD,1,1,12540.0,57,0.01952054794520548,1,716036.0,2920
31329,52,全知讀者視角,2025-07-21,Smilegate Holdings  Inc,54,4,1529057.0,5478,0.019371401898241793,87,77777996.0,282788
31190,53,電影哆啦A夢：大雄的繪畫世界物語,2025-07-18,TOHO CO.  LTD. ,47,7,2359863.0,9319,0.042658085307015536,77,56256489.0,218458
31251,54,藍色小精靈大電影,2025-07-18,PARAMOUNT PICTURES CORPORATION,1,1,75700.0,318,0.01971848452905066,1,4120752.0,16127
30560,55,長椅小情歌,2025-07-18,GAGA Corporation. ,1,4,69095.0,288,0.0364741641337386,1,1978436.0,7896
31035,56,關於愛,2025-07-18,m-appeal world sales UG,1,1,1820.0,8,0.005673758865248227,1,316375.0,1410
31192,57,迷望,2025-07-11,Finecut Co.  Ltd.,1,3,30480.0,132,0.10492845786963434,1,288339.0,1258
31186,58,超人,2025-07-08,WARNER BROS. PICTURES INTERNATIONAL.,8,4,147590.0,576,0.0019326848549311984,26,87693715.0,298031
31082,59,地球特派員,2025-07-02,BUENA VISTA INTERNATIONAL  INC.,15,3,562999.0,2371,0.017014222770785195,25,36184582.0,139354
31123,60,侏羅紀世界：重生,2025-07-01,UNIVERSAL INTERNATIONAL FILMS LLC,54,4,1534112.0,5707,0.005430753844206736,76,298323181.0,1050867
31155,61,惡夏,2025-06-28,KADOKAWA CORPORATION,1,2,30230.0,133,0.11822222222222223,1,313568.0,1125
30698,62,記憶花園,2025-06-27,Avex Pictures Inc.,1,7,0.0,0,0.0,1,124960.0,811
30809,63,名偵探柯南 獨眼的殘像,2025-06-25,株式会社トムス・エンタテインメント,27,7,1231105.0,4564,0.0058720147803912786,52,213253834.0,777246
31027,64,F1電影,2025-06-24,WARNER BROS. PICTURES INTERNATIONAL.,90,7,16068781.0,49280,0.029406499504720077,92,544406168.0,1675820
31007,65,超硬伴娘,2025-06-20,GEM Entertainment Kft.,1,7,13800.0,184,0.02608449106889708,1,1726616.0,7054
