movieId,rank,name,releaseDate,publisher,dayCount,theaterCount,amount,tickets,marketShare,totalDayCount,totalAmount,totalTickets
32086,1,有用的鬼,2025-10-12,185 Films,1,1,85275.0,195,1.0,1,85275.0,195
31810,2,十年,2025-10-10,HAVEN PRODUCTIONS LTD,1,1,52580.0,213,1.0,1,52580.0,213
31807,3,泥娃娃,2025-10-09,文化內容策進院##合影視有限合夥##必應創造股份有限公司##能率影業股份有限公司##阿榮影業股份有限公司##天予電影有限公司,89,4,23582348.0,86748,0.9835485663102757,89,24011298.0,88199
32112,4,風林火山,2025-10-09,一生電影有限公司##銀都機構有限公司##北京嘉映文化傳媒有限公司##邵氏兄弟國際影業有限公司##富通影業（中國）有限公司##天津貓眼微影文化傳媒有限公司##上海淘票票影視文化有限公司##華夏電影發行有限責任公司##上海伯藜創業投資中心(有限合夥)##北京小米移動軟體有限公司,82,4,5558047.0,21167,1.0,82,5558047.0,21167
32111,5,徵人啟弒,2025-10-09,CJ ENM Co.  Ltd.,69,4,3200102.0,12296,1.0,69,3200102.0,12296
32116,6,銀魂劇場版 2D 真選組動亂篇,2025-10-09,Dentsu Anime Solutions lnc.,10,4,1009490.0,3151,1.0,10,1009490.0,3151
32103,7,狼來了,2025-10-09,CAPSTONE STUDIOS CORP ,62,4,306617.0,1225,1.0,62,306617.0,1225
30062,8,鬼吹簫,2025-10-09,PSI Productions Ltd.,51,4,263012.0,1021,1.0,51,263012.0,1021
30864,9,世界就是這樣結束的,2025-10-09,The Match Factory GmbH,14,4,139838.0,605,1.0,14,139838.0,605
32099,10,創：戰神,2025-10-08,BUENA VISTA INTERNATIONAL  INC.,93,4,19442221.0,59827,1.0,93,19442221.0,59827
30091,11,大濛,2025-10-08,文化內容策進院 ##華文創股份有限公司##阿榮影業股份有限公司##大禾電影有限公司##雷霆影視有限合夥,1,1,25500.0,85,1.0,1,25500.0,85
32087,12,碰碰狐和貝貝彬歡唱電影：奇幻世界大冒險(國語版),2025-10-04,ABNORMAL STUDIOS SDN BHD,43,4,4036149.0,14927,0.9792691727350259,43,4122804.0,15243
31668,13,突破:三千米的泳氣,2025-10-03,威剛科技股份有限公司##忠興織造廠股份有限公司##泳氣電影全媒體有限公司##呷尚寶興業股份有限公司##新東陽股份有限公司##精英開發有限公司##劇糖文創娛樂股份有限公司##中華全球護眼公益協會##日月潭力麗溫德姆溫泉酒店,49,7,1904246.0,7802,0.27468929338450165,54,6790145.0,28403
31900,14,一百公尺。,2025-10-03,ASMIK ACE  INC.,62,7,3672540.0,13222,0.6485505469171531,62,5729781.0,20387
31842,15,蓋比的娃娃屋大電影,2025-10-03,UNIVERSAL INTERNATIONAL FILMS LLC,69,7,1228374.0,4626,0.6136092319936332,69,2026121.0,7539
31808,16,夢想巨無霸,2025-10-03,Atrium Productions Kft.,35,7,1011496.0,3988,0.5865568465950876,35,1735659.0,6799
31037,17,暗影部隊,2025-10-03,Lions Gate International (UK) Limited,21,3,524963.0,2175,0.43206197854588796,21,1225013.0,5034
