gov_id,gov_title_zh,gov_title_en,region,rating_class,official_release_date_gov,publisher,film_length,director,actor_list,source_file,title_zh,release_round,is_re_release,release_start,release_end,release_days,total_weeks,active_weeks,total_amount,total_tickets,avg_amount_per_week,avg_tickets_per_week,peak_amount,peak_amount_week,peak_theater_count,avg_theater_count,amount_growth_rate,decline_rate_mean,decline_rate_last,is_long_tail,status,release_initial_date,update_at,previous_round_count,previous_total_amount,re_release_gap_days,previous_avg_amount
31082,地球特派員,ELIO,美國,普遍級,2025-07-02,台灣華特迪士尼股份有限公司,,石之予; 瑪德琳夏拉菲安; 阿德里安莫里納,雪莉韓德森; 柔伊莎達娜; 瑞蜜艾格莉; 賈米拉賈米爾; 布萊德嘉瑞特; 尤納斯基布里布,31082_地球特派員.csv,地球特派員,1.0,False,2025-07-07,2025-10-26,112.0,16.0,16.0,36490447.0,140981.0,2280652.94,8811.31,12229929.0,2025-07-14~2025-07-20,91.0,35.25,0.04,12.328,0.055,True,上映中,2025-07-07,2025-10-29 14:04:00,0.0,0.0,0.0,0.0
31123,侏羅紀世界：重生,JURASSIC WORLD REBIRTH,美國,保護級,2025-07-01,美商美國環球影片股份有限公司台灣分公司,,蓋瑞斯愛德華,喬納森拜利; 馬奴賈西亞魯爾福; 魯柏佛蘭德; 馬赫夏拉阿里; 史嘉蕾喬韓森,31123_侏羅紀世界：重生.csv,侏羅紀世界：重生,1.0,False,2025-07-07,2025-10-26,112.0,16.0,16.0,189330332.0,675689.0,11833145.75,42230.56,83206320.0,2025-07-07~2025-07-13,94.0,47.06,-0.433,-0.266,-0.243,True,上映中,2025-07-07,2025-10-29 14:04:00,0.0,0.0,0.0,0.0
31128,窒友梅根 2.0,M3GAN 2.0,美國,輔15級,2025-06-27,美商美國環球影片股份有限公司台灣分公司,,傑拉德約翰史東,愛莉森威廉絲; 艾蜜唐納德; 伊凡娜莎克諾; 珍娜戴維斯; 任范愛普斯; 維奧萊麥克羅,31128_窒友梅根 2.0.csv,窒友梅根 2.0,2.0,True,2025-09-08,2025-10-12,35.0,5.0,5.0,87265.0,808.0,17453.0,161.6,40305.0,2025-09-15~2025-09-21,2.0,1.4,1.259,-0.12,-0.675,False,下檔,2025-06-30,2025-10-29 14:04:00,1.0,7296069.0,22.0,1042295.57
31158,黑白線人,Yadang: The Snitch,韓國,限制級,2025-09-05,可樂藝術文創股份有限公司,,黃炳國,姜河那; 朴海俊; 柳海真,31158_黑白線人.csv,黑白線人,1.0,False,2025-09-08,2025-10-05,28.0,4.0,4.0,661819.0,2528.0,165454.75,632.0,503703.0,2025-09-08~2025-09-14,38.0,20.0,-0.722,-0.601,-0.876,False,下檔,2025-09-08,2025-10-29 14:04:00,0.0,0.0,0.0,0.0
31159,皇家保姆亞瑟,OUT OF THE NEST,泰國,普遍級,2025-10-03,可樂藝術文創股份有限公司,,阿圖羅a赫南德茲; 安德魯戈登; 維拉帕特拉吉​​納納溫; 傑夫舒,,31159_皇家保姆亞瑟.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,
31186,超人,SUPERMAN,美國,保護級,2025-07-08,美商華納兄弟（遠東）股份有限公司台灣分公司,,詹姆斯岡恩,瑪麗亞加布里埃拉法里亞; 大衛科倫斯韋; 艾迪蓋瑟吉; 尼可拉斯霍特; 伊莎貝拉莫娜; 瑞秋布羅斯納漢,31186_超人.csv,超人,1.0,False,2025-07-14,2025-10-26,105.0,15.0,14.0,48114762.0,168334.0,3436768.71,12023.86,27826177.0,2025-07-14~2025-07-20,95.0,35.07,-0.611,-0.435,-0.235,True,上映中,2025-07-14,2025-10-29 14:04:00,0.0,0.0,0.0,0.0
31190,電影哆啦A夢：大雄的繪畫世界物語,DORAEMON THE MOVIE: NOBITA'S ART WORLD TALES,日本,普遍級,2025-07-18,車庫娛樂股份有限公司,,,,31190_電影哆啦A夢：大雄的繪畫世界物語.csv,電影哆啦A夢：大雄的繪畫世界物語,1.0,False,2025-07-21,2025-10-26,98.0,14.0,14.0,45356659.0,176110.0,3239761.36,12579.29,13994814.0,2025-07-21~2025-07-27,86.0,42.57,-0.207,-0.228,0.973,True,上映中,2025-07-21,2025-10-29 14:04:00,0.0,0.0,0.0,0.0
31191,病毒,VIRUS,韓國,保護級,2025-09-19,車庫娛樂股份有限公司,,姜利官,金倫奭; 裴斗娜; 孫錫求,31191_病毒.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,
31201,壞蛋聯盟 2,THE BAD GUYS 2,美國,保護級,2025-07-26,美商美國環球影片股份有限公司台灣分公司,,皮埃爾佩里費爾,馬克馬隆; 安東尼拉莫斯; 山姆洛克威爾; 克雷格羅賓森; 奧卡菲娜,31201_壞蛋聯盟 2.csv,壞蛋聯盟 2,1.0,False,2025-07-28,2025-10-26,91.0,13.0,12.0,17377997.0,67698.0,1448166.42,5641.5,5426184.0,2025-08-04~2025-08-10,91.0,35.75,0.072,8.548,1.541,True,上映中,2025-07-28,2025-10-29 14:04:00,0.0,0.0,0.0,0.0
31222,與達賴喇嘛談心：尋找幸福的智慧,Wisdom of Happiness,瑞士,保護級,2025-07-20,海鵬影業有限公司,,,,31222_與達賴喇嘛談心：尋找幸福的智慧.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,
31251,藍色小精靈大電影,SMURFS,美國,普遍級,2025-07-18,美商美國派拉蒙影片股份有限公司台灣分公司,,馬特蘭登; 克里斯米勒,約翰古德曼; 娜塔莎諾伊尼; 寇特羅素; 詹姆斯柯登; 蕾哈娜; 漢娜沃丁厄姆,31251_藍色小精靈大電影.csv,藍色小精靈大電影,1.0,False,2025-07-21,2025-09-07,49.0,7.0,7.0,2548896.0,10104.0,364128.0,1443.43,1430238.0,2025-07-21~2025-07-27,82.0,29.86,-0.473,-0.284,-0.917,False,下檔,2025-07-21,2025-10-29 14:04:00,0.0,0.0,0.0,0.0
31301,我在荒野做了一場夢,Seven Ages of a Man,中華民國,普遍級,2025-08-22,牽猴子股份有限公司,,沈可尚,徐仁修; 徐仁修,31301_我在荒野做了一場夢.csv,我在荒野做了一場夢,1.0,False,2025-08-25,2025-10-26,63.0,9.0,9.0,2829261.0,11731.0,314362.33,1303.44,611002.0,2025-08-25~2025-08-31,23.0,11.67,-0.003,-0.218,-0.475,False,上映中,2025-08-25,2025-10-29 14:04:00,0.0,0.0,0.0,0.0
31305,世紀編舞大師,Cranko (John Cranko),德國,輔12級,2025-09-05,聯影企業股份有限公司,,約阿希姆朗; 約阿希姆朗,山姆萊利,31305_世紀編舞大師.csv,世紀編舞大師,1.0,False,2025-09-08,2025-10-26,49.0,7.0,7.0,187494.0,902.0,26784.86,128.86,107319.0,2025-09-08~2025-09-14,12.0,3.71,-0.659,-0.162,0.307,False,上映中,2025-09-08,2025-10-29 14:04:00,0.0,0.0,0.0,0.0
31329,全知讀者視角,Omniscient Reader,韓國,輔12級,2025-07-21,采昌國際多媒體股份有限公司,,金秉祐,蔡秀彬; 林珍娜; 安孝燮; 李敏鎬; 金智秀; 申承浩,31329_全知讀者視角.csv,全知讀者視角,1.0,False,2025-07-21,2025-10-26,98.0,14.0,13.0,78361652.0,285027.0,6027819.38,21925.15,30799172.0,2025-07-21~2025-07-27,96.0,44.38,-0.232,-0.192,2.688,True,上映中,2025-07-21,2025-10-29 14:04:00,0.0,0.0,0.0,0.0
31352,驚奇4超人：第一步,The Fantastic Four: First Steps,美國,保護級,2025-07-23,台灣華特迪士尼股份有限公司,,麥特夏克曼,凡妮莎寇比; 艾邦摩斯貝克許; 喬瑟夫昆恩; 佩德羅帕斯卡,31352_驚奇4超人：第一步.csv,驚奇4超人：第一步,1.0,False,2025-07-28,2025-10-26,91.0,13.0,11.0,33447176.0,116567.0,3040652.36,10597.0,20373334.0,2025-07-28~2025-08-03,93.0,37.64,-0.619,10.825,0.671,True,上映中,2025-07-28,2025-10-29 14:04:00,0.0,0.0,0.0,0.0
31355,電影蠟筆小新：超華麗！灼熱的春日部舞者們,CRAYON SHINCHAN THE MOVIE: SUPER HOT! THE SPICY KASUKABE DANCERS,日本,普遍級,2025-08-22,車庫娛樂股份有限公司,,,,31355_電影蠟筆小新：超華麗！灼熱的春日部舞者們.csv,電影蠟筆小新：超華麗！灼熱的春日部舞者們,1.0,False,2025-08-25,2025-10-26,63.0,9.0,9.0,34586826.0,130689.0,3842980.67,14521.0,21110142.0,2025-08-25~2025-08-31,86.0,58.56,-0.74,-0.289,0.243,False,上映中,2025-08-25,2025-10-29 14:04:00,0.0,0.0,0.0,0.0
31364,凶器,WEAPONS,美國,限制級,2025-08-08,美商華納兄弟（遠東）股份有限公司台灣分公司,,札克克瑞格,黃凱旋; 艾美麥蒂根; 朱莉亞嘉納; 喬許布洛林,31364_凶器.csv,凶器,1.0,False,2025-08-11,2025-10-19,70.0,10.0,10.0,24729657.0,89217.0,2472965.7,8921.7,10192343.0,2025-08-11~2025-08-17,82.0,38.5,-0.192,1.823,-0.47,False,上映中,2025-08-11,2025-10-29 14:04:00,0.0,0.0,0.0,0.0
31365,劇場版「鬼滅之刃」無限城篇 第一章 猗窩座再襲,Demon Slayer：Kimetsu no Yaiba Infinity Castle,日本,輔12級,2025-08-06,木棉花國際股份有限公司,,,,31365_劇場版「鬼滅之刃」無限城篇 第一章 猗窩座再襲.csv,劇場版「鬼滅之刃」無限城篇 第一章 猗窩座再襲,1.0,False,2025-08-11,2025-10-26,77.0,11.0,11.0,648538675.0,2001208.0,58958061.36,181928.0,233117423.0,2025-08-11~2025-08-17,98.0,94.73,-0.349,-0.242,-0.075,True,上映中,2025-08-11,2025-10-29 14:04:00,0.0,0.0,0.0,0.0
31402,天作之合,MATERIALISTS,美國,普遍級,2025-08-23,美商台灣索尼影業發行股份有限公司台灣分公司,,席琳宋,克里斯伊凡; 達柯塔強生; 佩德羅帕斯卡,31402_天作之合.csv,天作之合,1.0,False,2025-08-25,2025-10-26,63.0,9.0,9.0,12649513.0,45841.0,1405501.44,5093.44,4523100.0,2025-09-01~2025-09-07,88.0,43.0,0.135,5.637,-0.6,False,上映中,2025-08-25,2025-10-29 14:04:00,0.0,0.0,0.0,0.0
31474,角頭－鬥陣欸,GATAO: Big Brothers,中華民國,限制級,2025-08-21,威視股份有限公司,,姚宏易; 姜瑞智,高捷; 夏靖庭; 蔡振南; 太保; 龍天翔; 喜翔; 王識賢,31474_角頭－鬥陣欸.csv,角頭－鬥陣欸,1.0,False,2025-08-25,2025-10-26,63.0,9.0,9.0,111270070.0,406093.0,12363341.11,45121.44,62159840.0,2025-08-25~2025-08-31,96.0,67.89,-0.584,-0.498,-0.392,False,上映中,2025-08-25,2025-10-29 14:04:00,0.0,0.0,0.0,0.0
31502,怪奇寶貝,SKETCH,美國,保護級,2025-09-05,車庫娛樂股份有限公司,,賽斯沃利,妲西卡登; 凱隆考克斯; 比安卡貝爾; 托尼海爾; 庫勞倫斯,31502_怪奇寶貝.csv,怪奇寶貝,1.0,False,2025-09-08,2025-10-19,42.0,6.0,5.0,299081.0,1192.0,59816.2,238.4,254974.0,2025-09-08~2025-09-14,64.0,18.4,-0.881,-0.569,0.0,False,上映中,2025-09-08,2025-10-29 14:04:00,0.0,0.0,0.0,0.0
31507,一兆$遊戲　劇場版,Trillion Game the Movie,日本,保護級,2025-08-15,天馬行空數位有限公司,,,,31507_一兆$遊戲　劇場版.csv,一兆$遊戲　劇場版,1.0,False,2025-08-18,2025-10-26,70.0,10.0,9.0,871772.0,3427.0,96863.56,380.78,541411.0,2025-08-18~2025-08-24,24.0,7.56,-0.561,-0.277,0.903,False,上映中,2025-08-18,2025-10-29 14:04:00,0.0,0.0,0.0,0.0
31520,龍之心-靈界探訪記-,ドラゴン・ハート-霊界探訪記-,日本,輔12級,2025-08-30,台灣幸福科學出版有限公司,,今掛勇,深見梨加; 廣瀨千夏; 淺野真澄,31520_龍之心-靈界探訪記-.csv,龍之心-靈界探訪記-,1.0,False,2025-09-01,2025-10-26,56.0,8.0,8.0,4805056.0,21179.0,600632.0,2647.38,1463221.0,2025-09-15~2025-09-21,25.0,15.75,8.066,1.333,-0.629,False,上映中,2025-09-01,2025-10-29 14:04:00,0.0,0.0,0.0,0.0
31523,樂來越愛你,La La Land,英國,普遍級,2025-09-12,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,,,,31523_樂來越愛你.csv,樂來越愛你,1.0,False,2025-09-15,2025-10-26,42.0,6.0,6.0,2605066.0,7678.0,434177.67,1279.67,1872490.0,2025-09-15~2025-09-21,28.0,11.83,-0.739,-0.554,-0.427,False,上映中,2025-09-15,2025-10-29 14:04:00,0.0,0.0,0.0,0.0
31531,詭鄉,Eerie Hometown,中華民國,輔12級,2025-09-19,威視股份有限公司,,馬新語,初孟軒; 雷嘉汭; 張翰 (ii); 王滿嬌,31531_詭鄉.csv,詭鄉,1.0,False,2025-09-22,2025-10-19,28.0,4.0,4.0,1523439.0,5722.0,380859.75,1430.5,1061895.0,2025-09-22~2025-09-28,60.0,34.0,-0.635,-0.406,0.102,False,上映中,2025-09-22,2025-10-29 14:04:00,0.0,0.0,0.0,0.0
31541,熱烈,One and Only,中國大陸,普遍級,2025-09-13,恆星多媒體股份有限公司,,大鵬,王一博; 黃渤,31541_熱烈.csv,熱烈,1.0,False,2025-09-15,2025-10-26,42.0,6.0,6.0,1984297.0,7694.0,330716.17,1282.33,764525.0,2025-09-22~2025-09-28,7.0,6.17,15.509,2.156,-0.482,False,上映中,2025-09-15,2025-10-29 14:04:00,0.0,0.0,0.0,0.0
31547,辣媽辣妹2,Freakier Friday,美國,普遍級,2025-08-18,台灣華特迪士尼股份有限公司,,妮莎嘉娜卓,潔美李寇蒂斯; 茱利亞芭特絲; 查德麥可莫瑞; 索菲亞漢門斯; 琳賽蘿涵,31547_辣媽辣妹2.csv,辣媽辣妹2,1.0,False,2025-08-18,2025-10-12,56.0,8.0,8.0,9606265.0,35550.0,1200783.12,4443.75,3796318.0,2025-08-18~2025-08-24,81.0,41.88,-0.024,-0.488,-0.949,False,下檔,2025-08-18,2025-10-29 14:04:00,0.0,0.0,0.0,0.0
31570,無名指,My First of May,香港,普遍級,2025-09-19,華映國際文創股份有限公司,,孔令政,許恩怡; 郭富城; 梁詠琪; 譚耀文; 鮑起靜,31570_無名指.csv,無名指,1.0,False,2025-09-22,2025-10-26,35.0,5.0,4.0,479195.0,2001.0,119798.75,500.25,246675.0,2025-09-22~2025-09-28,59.0,22.25,-0.635,-0.247,0.059,False,上映中,2025-09-22,2025-10-29 14:04:00,0.0,0.0,0.0,0.0
31596,厲陰宅：最終聖事,The Conjuring：Last Rites,美國,輔15級,2025-09-03,美商華納兄弟（遠東）股份有限公司台灣分公司,,麥可查維斯,薇拉法蜜嘉; 派翠克威爾森,31596_厲陰宅：最終聖事.csv,厲陰宅：最終聖事,1.0,False,2025-09-08,2025-10-26,49.0,7.0,7.0,39822487.0,136628.0,5688926.71,19518.29,20459408.0,2025-09-08~2025-09-14,92.0,67.57,-0.522,-0.481,-0.606,False,上映中,2025-09-08,2025-10-29 14:04:00,0.0,0.0,0.0,0.0
31650,親愛的家人,DEAR FAMILY,日本,普遍級,2025-09-05,車庫娛樂股份有限公司,,月川翔,大泉洋; 菅野美穗; 福本莉子,31650_親愛的家人.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,
31651,永遠在一起,TOGETHER,美國,輔15級,2025-09-26,采昌國際多媒體股份有限公司,,麥可山克斯,戴夫法蘭科; 愛莉森布里,31651_永遠在一起.csv,永遠在一起,1.0,False,2025-09-29,2025-10-26,28.0,4.0,4.0,1406132.0,5351.0,351533.0,1337.75,994676.0,2025-09-29~2025-10-05,61.0,31.25,-0.658,-0.547,-0.691,False,上映中,2025-09-29,2025-10-29 14:04:00,0.0,0.0,0.0,0.0
31654,電影版小林家的龍女僕：害怕寂寞的龍,Miss Kobayashi's Dragon Maid: A lonely dragon wants to be loved,日本,保護級,2025-09-09,采昌國際多媒體股份有限公司,,石原立也,高橋未奈美; 長繩麻理亞; 高田憂希; 高橋未奈美; 桑原由氣; 田村睦心; 高田憂希,31654_電影版小林家的龍女僕：害怕寂寞的龍.csv,電影版小林家的龍女僕：害怕寂寞的龍,1.0,False,2025-09-15,2025-10-26,42.0,6.0,6.0,4392520.0,15888.0,732086.67,2648.0,2179430.0,2025-09-15~2025-09-21,67.0,34.33,-0.477,-0.515,-0.57,False,上映中,2025-09-15,2025-10-29 14:04:00,0.0,0.0,0.0,0.0
31662,淒厲人師,The Tutor,泰國,輔12級,2025-09-26,原創娛樂股份有限公司,,布蘭戴德斯德,芽芽茵; 索蘭拉姆阿內拉普; 尼措空卡瓊伯利叻; 鄭子忠; 因托楚克倥拉瑪蘇皖,31662_淒厲人師.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,
31668,突破:三千米的泳氣,Second Life,中華民國,保護級,2025-10-03,春暉映像有限公司,,,,31668_突破_三千米的泳氣.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,
31670,搖籃凡世,Pavane for an Infant,馬來西亞,輔12級,2025-09-19,海鵬影業有限公司,,張吉安,許恩怡; 廖子妤,31670_搖籃凡世.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,
31679,凌晨兩點的惡魔,PRETTY CRAZY,韓國,普遍級,2025-08-29,車庫娛樂股份有限公司,,李相槿; 李相槿,成東鎰; 潤娥; 安普賢,31679_凌晨兩點的惡魔.csv,凌晨兩點的惡魔,1.0,False,2025-09-01,2025-10-19,49.0,7.0,5.0,1398480.0,5454.0,279696.0,1090.8,1019841.0,2025-09-01~2025-09-07,72.0,26.8,-0.735,-0.502,0.0,False,上映中,2025-09-01,2025-10-29 14:04:00,0.0,0.0,0.0,0.0
31685,劇場版 咒術迴戰 懷玉・玉折,JUJUTSU KAISEN: Hidden Inventory / Premature Death – The Movie,日本,保護級,2025-09-05,薩摩亞商羚邦(亞洲)有限公司台灣分公司,,,,31685_劇場版 咒術迴戰 懷玉・玉折.csv,劇場版 咒術迴戰 懷玉・玉折,1.0,False,2025-09-08,2025-10-26,49.0,7.0,7.0,21841084.0,73537.0,3120154.86,10505.29,9464676.0,2025-09-08~2025-09-14,86.0,60.14,-0.368,-0.384,-0.28,False,上映中,2025-09-08,2025-10-29 14:04:00,0.0,0.0,0.0,0.0
31701,麵包超人電影版：小水滴的英雄！,ANPANMAN: Chapon's Hero！,日本,普遍級,2025-09-06,曼迪傳播股份有限公司,,,,31701_麵包超人電影版：小水滴的英雄！.csv,麵包超人電影版：小水滴的英雄！,1.0,False,2025-09-08,2025-10-26,49.0,7.0,7.0,1278280.0,4887.0,182611.43,698.14,623427.0,2025-09-08~2025-09-14,33.0,17.43,-0.376,2.315,-0.955,False,上映中,2025-09-08,2025-10-29 14:04:00,0.0,0.0,0.0,0.0
31702,光,The light,德國,輔15級,2025-10-03,聯影企業股份有限公司,,,,31702_光.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,
31704,陌路兄弟,Road's End in Taiwan,中華民國,保護級,2025-09-26,綺影映畫有限公司,,瑪莉亞尼科里埃爾,納曜; 鳳小岳; 皮埃爾安托萬杜比; 林慶台,31704_陌路兄弟.csv,陌路兄弟,1.0,False,2025-09-29,2025-10-26,28.0,4.0,4.0,99660.0,453.0,24915.0,113.25,52150.0,2025-09-29~2025-10-05,12.0,6.25,-0.124,-0.443,-0.083,False,上映中,2025-09-29,2025-10-29 14:04:00,0.0,0.0,0.0,0.0
31712,劇場版 歌之☆王子殿下♪ TABOO NIGHT XXXX with Double Encore (QUARTET NIGHT version),Movie:Utano☆Princesama TABOO NIGHT XXXX with Double Encore (QUARTET NIGHT version),日本,普遍級,2025-09-05,曼迪傳播股份有限公司,,,,31712_劇場版 歌之☆王子殿下♪ TABOO NIGHT XXXX with Double Encore (QUARTET NIGHT version).csv,劇場版 歌之☆王子殿下♪ TABOO NIGHT XXXX with Double Encore (QUARTET NIGHT version),1.0,False,2025-09-08,2025-10-26,49.0,7.0,7.0,2056129.0,7692.0,293732.71,1098.86,708575.0,2025-09-15~2025-09-21,16.0,10.43,0.004,137.717,0.37,False,上映中,2025-09-08,2025-10-29 14:04:00,0.0,0.0,0.0,0.0
31713,捏造：史上最惡殺人教師,SHAM,日本,輔12級,2025-09-19,光年映畫有限公司,,三池崇史,龜梨和也; 大倉孝二; 綾野剛; 木村文乃; 柴崎幸,31713_捏造：史上最惡殺人教師.csv,捏造：史上最惡殺人教師,1.0,False,2025-09-22,2025-10-26,35.0,5.0,5.0,364531.0,1485.0,72906.2,297.0,241280.0,2025-09-22~2025-09-28,28.0,10.8,-0.598,-0.445,0.329,False,上映中,2025-09-22,2025-10-29 14:04:00,0.0,0.0,0.0,0.0
31714,鋼琴之子,Wolfgang,西班牙,普遍級,2025-09-19,仲業股份有限公司,,哈維爾魯伊斯卡德拉,喬迪卡塔蘭; 安娜卡斯提洛; 米奇艾斯帕貝; 安琪戈尼亞隆斯; 貝爾托羅梅羅,31714_鋼琴之子.csv,鋼琴之子,1.0,False,2025-09-22,2025-10-26,35.0,5.0,5.0,110465.0,526.0,22093.0,105.2,80635.0,2025-09-22~2025-09-28,15.0,4.8,-0.782,-0.316,0.045,False,上映中,2025-09-22,2025-10-29 14:04:00,0.0,0.0,0.0,0.0
31715,致我所愛之人,Belonging,日本,普遍級,2025-09-05,中影股份有限公司,,東香織,小泉今日子,31715_致我所愛之人.csv,致我所愛之人,1.0,False,2025-09-08,2025-10-26,49.0,7.0,7.0,135900.0,591.0,19414.29,84.43,45890.0,2025-09-08~2025-09-14,9.0,2.43,-0.458,-0.247,-0.028,False,上映中,2025-09-08,2025-10-29 14:04:00,0.0,0.0,0.0,0.0
31745,血怨,PEREWANGAN,印尼,輔15級,2025-09-26,車庫娛樂股份有限公司,,艾文蘇亞迪,烏利特里亞尼; 珊蒂; 貝比伊芙琳; 達維娜卡拉莫伊,31745_血怨.csv,血怨,1.0,False,2025-09-29,2025-10-26,28.0,4.0,4.0,648728.0,2434.0,162182.0,608.5,537443.0,2025-09-29~2025-10-05,51.0,19.0,-0.814,-0.631,-0.765,False,上映中,2025-09-29,2025-10-29 14:04:00,0.0,0.0,0.0,0.0
31746,希瑪之歌,Sima's Song,阿富汗,保護級,2025-10-13,飛望影像有限公司,,,,31746_希瑪之歌.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,
31748,卡夫卡最後的愛,The Glory of Life,德國,保護級,2025-09-27,海鵬影業有限公司,,喬治馬斯; 茱蒂斯凱夫曼,薩賓塔布瑞亞; 曼努埃爾魯比; 亨麗埃特康芙莉絲,31748_卡夫卡最後的愛.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,
31760,鬼巫,WITCHBOARD,美國,輔15級,2025-09-12,車庫娛樂股份有限公司,,恰克羅素,麥蒂遜艾斯曼; 梅蘭妮簡森; 亞倫多明格斯; 傑米坎貝爾鮑爾; 查理特翰; 安東妮亞戴斯培,31760_鬼巫.csv,鬼巫,1.0,False,2025-09-15,2025-10-12,28.0,4.0,4.0,515150.0,2102.0,128787.5,525.5,475081.0,2025-09-15~2025-09-21,67.0,25.0,-0.927,-0.732,-0.877,False,下檔,2025-09-15,2025-10-29 14:04:00,0.0,0.0,0.0,0.0
31762,約見波布,Meeting with Pol Pot,法國,輔12級,2025-09-26,海鵬影業有限公司,,潘禮德,葛雷哥瓦柯林; 伊蓮雅各; 希里爾桂伊,31762_約見波布.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,
31767,醜得要命,THE UGLY,韓國,輔12級,2025-09-20,壹壹喜喜電影股份有限公司,,延尚昊,朴正民; 權海孝,31767_醜得要命.csv,醜得要命,1.0,False,2025-09-22,2025-10-26,35.0,5.0,5.0,440671.0,1844.0,88134.2,368.8,213938.0,2025-09-22~2025-09-28,23.0,12.0,-0.137,-0.228,-0.563,False,上映中,2025-09-22,2025-10-29 14:04:00,0.0,0.0,0.0,0.0
31769,大競走,THE LONG WALK,美國,輔15級,2025-09-12,車庫娛樂股份有限公司,,法蘭西斯勞倫斯,約書亞奧吉克; 庫柏霍夫曼; 馬克漢米爾; 查理普拉瑪; 王班; 大衛榮松,31769_大競走.csv,大競走,1.0,False,2025-09-15,2025-10-19,35.0,5.0,5.0,3016842.0,12531.0,603368.4,2506.2,1901362.0,2025-09-15~2025-09-21,81.0,35.0,-0.686,-0.552,-0.963,False,上映中,2025-09-15,2025-10-29 14:04:00,0.0,0.0,0.0,0.0
31776,搗破法蘭克,Smashing Frank,香港,輔15級,2025-10-03,華映國際文創股份有限公司,,蔡康凝,袁富華; 談善言; 楊偉倫; 岑珈其; 林家熙; 楊偲泳,31776_搗破法蘭克.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,
31777,奇幻導航,A BIG BOLD BEAUTIFUL JOURNEY,美國,保護級,2025-10-02,美商台灣索尼影業發行股份有限公司台灣分公司,,名田高梧,瑪格羅比; 柯林法洛,31777_奇幻導航.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,
31794,劇場版『鏈鋸人 蕾潔篇』,Chainsaw Man – The Movie: Reze Arc,日本,輔15級,2025-09-19,美商台灣索尼影業發行股份有限公司台灣分公司,,吉原達矢,戶谷菊之介; 菲魯茲藍; 坂田將吾; 楠木燈; 上田麗奈,31794_劇場版『鏈鋸人 蕾潔篇』.csv,劇場版『鏈鋸人 蕾潔篇』,1.0,False,2025-09-22,2025-10-26,35.0,5.0,5.0,186464943.0,603328.0,37292988.6,120665.6,49455153.0,2025-09-22~2025-09-28,94.0,93.8,-0.036,71.987,0.182,False,上映中,2025-09-22,2025-10-29 14:04:00,0.0,0.0,0.0,0.0
31796,傲嬌公主的奇幻冒險,The Proud Princess,捷克,普遍級,2025-09-20,希望影視行銷股份有限公司,,拉德克貝蘭; 大衛利西,安娜菲亞洛娃; 珍娜斯沃博多瓦; 阿列什普羅哈茲卡,31796_傲嬌公主的奇幻冒險.csv,傲嬌公主的奇幻冒險,1.0,False,2025-09-22,2025-10-26,35.0,5.0,5.0,768719.0,3150.0,153743.8,630.0,375702.0,2025-09-22~2025-09-28,35.0,20.0,-0.163,3.12,-0.666,False,上映中,2025-09-22,2025-10-29 14:04:00,0.0,0.0,0.0,0.0
31797,一戰再戰,One Battle After Another,美國,輔15級,2025-09-25,美商華納兄弟（遠東）股份有限公司台灣分公司,,保羅湯瑪斯安德森,瑞吉娜霍爾; 西恩潘; 班尼西歐岱托羅; 堤亞娜泰勒; 李奧納多狄卡皮歐; 雀絲英菲尼迪,31797_一戰再戰.csv,一戰再戰,1.0,False,2025-09-29,2025-10-26,28.0,4.0,4.0,18162099.0,59767.0,4540524.75,14941.75,9236937.0,2025-09-29~2025-10-05,83.0,77.75,-0.383,-0.351,-0.354,False,上映中,2025-09-29,2025-10-29 14:04:00,0.0,0.0,0.0,0.0
31799,電影版 神奇柑仔店 錢天堂,The Supernatural Sweet Shop The Movie,日本,普遍級,2025-09-26,車庫娛樂股份有限公司,,中田秀夫,上白石萌音; 天海祐希; 大橋和也; 伊原六花,31799_電影版 神奇柑仔店 錢天堂.csv,電影版 神奇柑仔店 錢天堂,1.0,False,2025-09-29,2025-10-26,28.0,4.0,4.0,1985705.0,7666.0,496426.25,1916.5,1347080.0,2025-09-29~2025-10-05,67.0,38.25,-0.632,-0.433,-0.239,False,上映中,2025-09-29,2025-10-29 14:04:00,0.0,0.0,0.0,0.0
