gov_id,title_zh,release_round,is_re_release,official_release_date,release_start,release_end,release_days,total_weeks,active_weeks,total_amount,total_tickets,avg_amount_per_week,avg_tickets_per_week,peak_amount,peak_amount_week,peak_theater_count,avg_theater_count,second_week_amount_growth_rate,momentum_3w,decline_rate_mean,decline_rate_last,is_long_tail,status,release_initial_date,update_at,momentum_score,promotion_urgency_score,early_decline_weeks,long_tail_weeks,momentum_status,promotion_level,avg_ticket_price,previous_round_count,previous_total_amount,re_release_gap_days,previous_avg_amount,same_class_amount_last_week,market_heat_level
31355,電影蠟筆小新：超華麗！灼熱的春日部舞者們,1,False,2025-08-22,2025-08-18,2025-11-02,77,11,11,50437122.0,190779.0,4585192.91,17343.55,21110142.0,2025-08-25~2025-08-31,86,56.73,-0.429,-0.537,-0.323,-0.95,True,上映中,2025-08-18,2025-11-03 11:04:38,-0.937,9.63,1,2,衰退,需行動,264.37,0,0.0,0,0.0,0,A
31364,凶器,1,False,2025-08-08,2025-08-04,2025-10-19,77,11,11,25156397.0,90478.0,2286945.18,8225.27,10192343.0,2025-08-11~2025-08-17,82,35.64,9.236,2.851,1.658,-0.47,True,下檔,2025-08-04,2025-11-03 11:04:38,-0.686,6.81,9,2,衰退,注意,278.04,0,0.0,0,0.0,0,A
31365,劇場版「鬼滅之刃」無限城篇 第一章 猗窩座再襲,1,False,2025-08-06,2025-08-04,2025-11-02,91,13,13,826692109.0,2577614.0,63591700.69,198278.0,233117423.0,2025-08-11~2025-08-17,98,94.46,-0.057,-0.246,-0.261,-0.735,True,上映中,2025-08-04,2025-11-03 11:04:38,-0.755,7.88,11,3,衰退,需行動,320.72,0,0.0,0,0.0,0,A
31402,天作之合,1,False,2025-08-23,2025-08-18,2025-11-02,77,11,11,12725063.0,46046.0,1156823.91,4186.0,4523100.0,2025-09-01~2025-09-07,88,35.36,14.87,4.831,4.55,-0.681,True,上映中,2025-08-18,2025-11-03 11:04:38,-0.872,9.26,8,2,衰退,需行動,276.36,0,0.0,0,0.0,0,A
31474,角頭－鬥陣欸,1,False,2025-08-21,2025-08-18,2025-11-02,77,11,11,188457553.0,687930.0,17132504.82,62539.09,77145573.0,2025-08-18~2025-08-24,96,64.82,-0.54,-0.55,-0.465,-0.632,True,上映中,2025-08-18,2025-11-03 11:04:38,-0.776,8.64,10,2,衰退,需行動,273.95,0,0.0,0,0.0,0,A
31502,怪奇寶貝,1,False,2025-09-05,2025-09-01,2025-10-19,49,7,6,695393.0,2771.0,115898.83,461.83,396312.0,2025-09-01~2025-09-07,64,26.0,-0.724,-0.856,-0.474,0.0,False,下檔,2025-09-01,2025-11-03 11:04:38,9.929,0.0,0,2,成長中,正常,250.95,0,0.0,0,0.0,0,D
31507,一兆$遊戲　劇場版,1,False,2025-08-15,2025-08-11,2025-10-26,77,11,10,1590048.0,6283.0,159004.8,628.3,718276.0,2025-08-11~2025-08-17,24,9.2,-0.677,-0.698,-0.249,0.903,True,上映中,2025-08-11,2025-11-03 11:04:38,7.0,0.0,0,2,成長中,正常,253.07,0,0.0,0,0.0,0,C
31520,龍之心-靈界探訪記-,1,False,2025-08-30,2025-08-25,2025-11-02,70,10,10,4835706.0,21317.0,483570.6,2131.7,1463221.0,2025-09-15~2025-09-21,25,13.0,0.752,2.953,0.984,-0.824,False,上映中,2025-08-25,2025-11-03 11:04:38,-0.935,9.58,6,3,衰退,需行動,226.85,0,0.0,0,0.0,0,B
31523,樂來越愛你,1,False,2025-09-12,2025-09-08,2025-10-26,49,7,7,4777799.0,13529.0,682542.71,1932.71,2172733.0,2025-09-08~2025-09-14,28,14.14,-0.631,-0.677,-0.475,-0.427,False,上映中,2025-09-08,2025-11-03 11:04:38,-0.812,8.75,6,2,衰退,需行動,353.15,0,0.0,0,0.0,0,B
31531,詭鄉,1,False,2025-09-19,2025-09-15,2025-10-19,35,5,5,2826818.0,10563.0,565363.6,2112.6,1300019.0,2025-09-15~2025-09-21,60,39.2,-0.649,-0.732,1.041,0.102,False,下檔,2025-09-15,2025-11-03 11:04:38,-0.899,9.21,0,2,衰退,需行動,267.62,0,0.0,0,0.0,0,B
31541,熱烈,1,False,2025-09-13,2025-09-08,2025-11-02,56,8,8,2277277.0,8892.0,284659.62,1111.5,764525.0,2025-09-22~2025-09-28,7,5.38,-0.952,4.797,1.52,-0.776,False,上映中,2025-09-08,2025-11-03 11:04:38,-0.884,9.18,5,2,衰退,需行動,256.1,0,0.0,0,0.0,0,C
31547,辣媽辣妹2,1,False,2025-08-18,2025-08-18,2025-10-12,56,8,8,9606265.0,35550.0,1200783.12,4443.75,3796318.0,2025-08-18~2025-08-24,81,41.88,-0.024,-0.417,-0.488,-0.949,False,下檔,2025-08-18,2025-11-03 11:04:38,-0.974,9.84,7,2,衰退,需行動,270.22,0,0.0,0,0.0,0,B
31570,無名指,1,False,2025-09-19,2025-09-15,2025-10-26,42,6,5,899357.0,3740.0,179871.4,748.0,420162.0,2025-09-15~2025-09-21,60,29.8,-0.748,-0.539,0.025,0.059,False,上映中,2025-09-15,2025-11-03 11:04:38,-0.187,4.59,0,2,穩定,注意,240.47,0,0.0,0,0.0,0,C
31596,厲陰宅：最終聖事,1,False,2025-09-03,2025-09-01,2025-11-02,63,9,9,61420707.0,208886.0,6824523.0,23209.56,21578472.0,2025-09-01~2025-09-07,92,63.67,-0.323,-0.443,-0.469,-0.858,False,上映中,2025-09-01,2025-11-03 11:04:38,-0.944,9.68,8,2,衰退,需行動,294.04,0,0.0,0,0.0,0,A
31650,親愛的家人,1,False,2025-09-05,2025-09-01,2025-09-21,21,3,3,223574.0,952.0,74524.67,317.33,130522.0,2025-09-01~2025-09-07,49,34.67,-0.7,-0.84,-0.427,-0.981,False,下檔,2025-09-01,2025-11-03 11:04:38,-0.987,0.0,2,2,衰退,正常,234.85,0,0.0,0,0.0,0,D
31651,永遠在一起,1,False,2025-09-26,2025-09-22,2025-11-02,42,6,6,2399243.0,9175.0,399873.83,1529.17,994676.0,2025-09-29~2025-10-05,61,31.0,-0.57,-0.689,-0.525,-0.964,False,上映中,2025-09-22,2025-11-03 11:04:38,-0.989,9.96,4,2,衰退,需行動,261.5,0,0.0,0,0.0,0,C
31654,電影版小林家的龍女僕：害怕寂寞的龍,1,False,2025-09-09,2025-09-08,2025-11-02,56,8,8,7381903.0,26624.0,922737.88,3328.0,2985943.0,2025-09-08~2025-09-14,67,34.38,-0.374,-0.4,-0.495,-0.866,False,上映中,2025-09-08,2025-11-03 11:04:38,-0.942,9.69,7,2,衰退,需行動,277.26,0,0.0,0,0.0,0,B
31662,淒厲人師,1,False,2025-09-26,2025-09-22,2025-10-19,28,4,4,181629.0,737.0,45407.25,184.25,99931.0,2025-09-22~2025-09-28,17,9.25,-0.667,-0.722,-0.431,-0.535,False,下檔,2025-09-22,2025-11-03 11:04:38,-0.983,9.78,3,2,衰退,需行動,246.44,0,0.0,0,0.0,0,D
31668,突破_三千米的泳氣,1,False,2025-10-03,2025-09-29,2025-11-02,35,5,5,5820658.0,24118.0,1164131.6,4823.6,2325489.0,2025-09-29~2025-10-05,58,43.4,-0.649,-0.557,0.031,-0.649,False,上映中,2025-09-29,2025-11-03 11:04:38,-0.836,8.56,4,2,衰退,需行動,241.34,0,0.0,0,0.0,0,B
31670,搖籃凡世,1,False,2025-09-19,2025-09-15,2025-10-12,28,4,4,105506.0,453.0,26376.5,113.25,52061.0,2025-09-15~2025-09-21,15,9.0,-0.778,-0.599,-0.375,-0.98,False,下檔,2025-09-15,2025-11-03 11:04:38,-0.981,9.85,3,2,衰退,需行動,232.91,0,0.0,0,0.0,0,E
31679,凌晨兩點的惡魔,1,False,2025-08-29,2025-08-25,2025-09-28,35,5,5,2713145.0,10460.0,542629.0,2092.0,1326395.0,2025-08-25~2025-08-31,73,41.2,-0.67,-0.698,-0.502,-0.853,False,下檔,2025-08-25,2025-11-03 11:04:38,-0.954,9.73,4,2,衰退,需行動,259.38,0,0.0,0,0.0,0,B
31685,劇場版 咒術迴戰 懷玉・玉折,1,False,2025-09-05,2025-09-01,2025-11-02,63,9,9,30261330.0,104207.0,3362370.0,11578.56,9464676.0,2025-09-08~2025-09-14,86,57.22,-0.517,-0.449,-0.389,-0.813,False,上映中,2025-09-01,2025-11-03 11:04:39,-0.865,9.24,7,3,衰退,需行動,290.4,0,0.0,0,0.0,0,A
31701,麵包超人電影版：小水滴的英雄！,1,False,2025-09-06,2025-09-01,2025-10-26,56,8,8,1308160.0,4981.0,163520.0,622.62,623427.0,2025-09-08~2025-09-14,33,15.38,4.961,1.297,2.025,-0.955,False,上映中,2025-09-01,2025-11-03 11:04:39,-0.992,9.96,6,2,衰退,需行動,262.63,0,0.0,0,0.0,0,C
31702,光,1,False,2025-10-03,2025-09-29,2025-10-26,28,4,4,137277.0,584.0,34319.25,146.0,59615.0,2025-10-06~2025-10-12,13,8.25,-0.549,-0.728,-0.396,-0.98,False,上映中,2025-09-29,2025-11-03 11:04:39,-0.993,9.91,2,2,衰退,需行動,235.06,0,0.0,0,0.0,0,D
31704,陌路兄弟,1,False,2025-09-26,2025-09-22,2025-10-26,35,5,5,225901.0,1040.0,45180.2,208.0,126241.0,2025-09-22~2025-09-28,12,7.4,-0.823,-0.642,-0.355,-0.083,False,上映中,2025-09-22,2025-11-03 11:04:39,-0.981,9.73,4,1,衰退,需行動,217.21,0,0.0,0,0.0,0,D
31712,劇場版 歌之☆王子殿下♪ TABOO NIGHT XXXX with Double Encore (QUARTET NIGHT version),1,False,2025-09-05,2025-09-01,2025-11-02,63,9,9,2063774.0,7721.0,229308.22,857.89,708575.0,2025-09-15~2025-09-21,16,8.44,413.23,137.552,107.013,-0.901,False,上映中,2025-09-01,2025-11-03 11:04:39,-0.864,9.01,1,2,衰退,需行動,267.29,0,0.0,0,0.0,0,C
31713,捏造：史上最惡殺人教師,1,False,2025-09-19,2025-09-15,2025-10-26,42,6,6,688939.0,2769.0,114823.17,461.5,324408.0,2025-09-15~2025-09-21,28,13.67,-0.681,-0.681,-0.371,0.329,False,上映中,2025-09-15,2025-11-03 11:04:39,-0.915,9.52,0,2,衰退,需行動,248.8,0,0.0,0,0.0,0,D
31714,鋼琴之子,1,False,2025-09-19,2025-09-15,2025-10-26,42,6,6,170530.0,798.0,28421.67,133.0,80635.0,2025-09-22~2025-09-28,15,6.5,-0.425,-0.615,-0.263,0.045,False,上映中,2025-09-15,2025-11-03 11:04:39,-0.527,6.63,0,2,衰退,注意,213.7,0,0.0,0,0.0,0,D
31715,致我所愛之人,1,False,2025-09-05,2025-09-01,2025-11-02,63,9,9,190074.0,831.0,21119.33,92.33,51634.0,2025-09-01~2025-09-07,9,3.0,-0.619,-0.336,-0.252,-0.543,False,上映中,2025-09-01,2025-11-03 11:04:39,-0.556,6.41,5,3,衰退,注意,228.73,0,0.0,0,0.0,0,D
31745,血怨,1,False,2025-09-26,2025-09-22,2025-10-26,35,5,5,1206370.0,4505.0,241274.0,901.0,557642.0,2025-09-22~2025-09-28,51,25.4,-0.587,-0.77,-0.505,-0.765,False,上映中,2025-09-22,2025-11-03 11:04:39,-0.979,9.9,4,2,衰退,需行動,267.78,0,0.0,0,0.0,0,C
31746,希瑪之歌,1,False,2025-10-13,2025-10-13,2025-11-02,21,3,2,20420.0,105.0,10210.0,52.5,16680.0,2025-10-13~2025-10-19,1,1.0,-0.776,0.0,0.0,0.0,False,上映中,2025-10-13,2025-11-03 11:04:39,0.0,0.0,1,1,穩定,正常,194.48,0,0.0,0,0.0,0,E
31748,卡夫卡最後的愛,1,False,2025-09-27,2025-09-22,2025-11-02,42,6,5,190916.0,909.0,38183.2,181.8,95983.0,2025-10-06~2025-10-12,14,7.8,4.529,1.171,-0.35,-0.732,False,上映中,2025-09-22,2025-11-03 11:04:39,-0.917,9.11,3,2,衰退,需行動,210.03,0,0.0,0,0.0,0,D
31760,鬼巫,1,False,2025-09-12,2025-09-08,2025-10-12,35,5,5,1160569.0,4651.0,232113.8,930.2,645419.0,2025-09-08~2025-09-14,67,33.4,-0.685,-0.825,-0.586,-0.877,False,下檔,2025-09-08,2025-11-03 11:04:39,-0.983,9.97,4,2,衰退,需行動,249.53,0,0.0,0,0.0,0,C
31762,約見波布,1,False,2025-09-26,2025-09-22,2025-10-12,21,3,3,108045.0,506.0,36015.0,168.67,50143.0,2025-09-29~2025-10-05,15,12.0,-0.544,-0.665,-0.241,-0.786,False,下檔,2025-09-22,2025-11-03 11:04:39,-0.772,0.0,1,2,衰退,正常,213.53,0,0.0,0,0.0,0,E
31767,醜得要命,1,False,2025-09-20,2025-09-15,2025-11-02,49,7,7,536511.0,2160.0,76644.43,308.57,213938.0,2025-09-22~2025-09-28,23,9.14,-0.356,-0.432,-0.235,-0.506,False,上映中,2025-09-15,2025-11-03 11:04:39,-0.784,9.39,5,2,衰退,需行動,248.38,0,0.0,0,0.0,0,D
31769,大競走,1,False,2025-09-12,2025-09-08,2025-11-02,56,8,7,5035097.0,20337.0,719299.57,2905.29,2017935.0,2025-09-08~2025-09-14,81,36.71,-0.596,-0.533,-0.395,0.0,False,上映中,2025-09-08,2025-11-03 11:04:39,-0.997,9.98,6,2,衰退,需行動,247.58,0,0.0,0,0.0,0,B
31777,奇幻導航,1,False,2025-10-02,2025-09-29,2025-11-02,35,5,5,1858006.0,7210.0,371601.2,1442.0,1002765.0,2025-10-06~2025-10-12,76,47.0,9.611,2.82,3.112,-0.857,False,上映中,2025-09-29,2025-11-03 11:04:39,-0.972,9.69,3,2,衰退,需行動,257.7,0,0.0,0,0.0,0,C
31794,劇場版『鏈鋸人 蕾潔篇』,1,False,2025-09-19,2025-09-15,2025-11-02,49,7,7,192190191.0,621328.0,27455741.57,88761.14,49455153.0,2025-09-22~2025-09-28,94,80.43,153.878,51.225,51.306,-0.792,False,上映中,2025-09-15,2025-11-03 11:04:39,-0.754,8.12,1,4,衰退,需行動,309.32,0,0.0,0,0.0,0,A
31796,傲嬌公主的奇幻冒險,1,False,2025-09-20,2025-09-15,2025-10-26,42,6,6,788439.0,3218.0,131406.5,536.33,375702.0,2025-09-22~2025-09-28,35,16.83,4.443,1.161,2.6,-0.666,False,上映中,2025-09-15,2025-11-03 11:04:39,-0.942,9.72,4,2,衰退,需行動,245.01,0,0.0,0,0.0,0,C
31797,一戰再戰,1,False,2025-09-25,2025-09-22,2025-11-02,42,6,6,27789863.0,91001.0,4631643.83,15166.83,9353106.0,2025-09-22~2025-09-28,83,71.67,-0.436,-0.492,-0.365,-0.783,False,上映中,2025-09-22,2025-11-03 11:04:39,-0.86,9.08,5,3,衰退,需行動,305.38,0,0.0,0,0.0,0,A
31799,電影版 神奇柑仔店 錢天堂,1,False,2025-09-26,2025-09-22,2025-11-02,42,6,6,3368668.0,12961.0,561444.67,2160.17,1381388.0,2025-09-22~2025-09-28,67,37.83,-0.582,-0.683,-0.451,-0.975,False,上映中,2025-09-22,2025-11-03 11:04:39,-0.981,9.93,5,2,衰退,需行動,259.91,0,0.0,0,0.0,0,B
31801,鬼祭,1,False,2025-09-19,2025-09-15,2025-10-19,35,5,5,930378.0,3542.0,186075.6,708.4,519717.0,2025-09-15~2025-09-21,35,18.2,-0.721,-0.814,-0.563,-0.744,False,下檔,2025-09-15,2025-11-03 11:04:39,-0.977,9.89,4,2,衰退,需行動,262.67,0,0.0,0,0.0,0,C
31805,阿蒙怎麼了？,1,False,2025-09-19,2025-09-15,2025-10-12,28,4,4,100968.0,446.0,25242.0,111.5,46103.0,2025-09-15~2025-09-21,13,8.0,-0.61,-0.761,-0.441,-0.975,False,下檔,2025-09-15,2025-11-03 11:04:39,-0.992,9.9,3,2,衰退,需行動,226.39,0,0.0,0,0.0,0,E
31807,泥娃娃,1,False,2025-10-09,2025-10-06,2025-11-02,28,4,4,79319351.0,289386.0,19829837.75,72346.5,29107538.0,2025-10-13~2025-10-19,91,90.5,-0.295,-0.443,15.432,-0.788,False,上映中,2025-10-06,2025-11-03 11:04:39,-0.84,8.13,2,3,衰退,需行動,274.1,0,0.0,0,0.0,0,A
31808,夢想巨無霸,1,False,2025-10-03,2025-09-29,2025-11-02,35,5,5,2382443.0,9461.0,476488.6,1892.2,1011496.0,2025-10-06~2025-10-12,42,32.0,-0.401,-0.42,-0.286,-0.968,False,上映中,2025-09-29,2025-11-03 11:04:39,-0.975,9.84,3,2,衰退,需行動,251.82,0,0.0,0,0.0,0,C
31809,疾速營救,1,False,2025-09-26,2025-09-22,2025-10-26,35,5,5,1201846.0,4955.0,240369.2,991.0,590340.0,2025-09-22~2025-09-28,48,27.0,-0.611,-0.81,-0.431,-0.243,False,上映中,2025-09-22,2025-11-03 11:04:39,-0.962,9.87,4,2,衰退,需行動,242.55,0,0.0,0,0.0,0,C
31810,十年,1,False,2025-10-10,2025-10-06,2025-10-26,21,3,2,73393.0,286.0,36696.5,143.0,52580.0,2025-10-06~2025-10-12,9,5.5,-0.83,0.0,0.0,0.0,False,上映中,2025-10-06,2025-11-03 11:04:39,0.0,0.0,1,1,穩定,正常,256.62,0,0.0,0,0.0,0,E
31835,沒好婚姻,1,False,2025-09-26,2025-09-22,2025-11-02,42,6,6,2959413.0,10982.0,493235.5,1830.33,1215205.0,2025-09-29~2025-10-05,40,24.83,-0.437,-0.563,-0.377,-0.795,False,上映中,2025-09-22,2025-11-03 11:04:39,-0.903,9.43,4,2,衰退,需行動,269.48,0,0.0,0,0.0,0,B
31836,8號出口,1,False,2025-09-19,2025-09-15,2025-11-02,49,7,7,11364853.0,39172.0,1623550.43,5596.0,3919140.0,2025-09-15~2025-09-21,57,37.0,-0.608,-0.505,-0.429,-0.86,False,上映中,2025-09-15,2025-11-03 11:04:39,-0.929,9.52,6,3,衰退,需行動,290.13,0,0.0,0,0.0,0,B
31842,蓋比的娃娃屋大電影,1,False,2025-10-03,2025-09-29,2025-11-02,35,5,5,2413153.0,8943.0,482630.6,1788.6,1228374.0,2025-10-06~2025-10-12,75,52.8,-0.34,-0.537,-0.338,-0.962,False,上映中,2025-09-29,2025-11-03 11:04:39,-0.98,9.91,3,2,衰退,需行動,269.84,0,0.0,0,0.0,0,C
31863,他年她日,1,False,2025-09-29,2025-09-29,2025-11-02,35,5,5,10523797.0,38934.0,2104759.4,7786.8,5279145.0,2025-09-29~2025-10-05,98,82.0,-0.297,-0.535,-0.477,-0.783,False,上映中,2025-09-29,2025-11-03 11:04:39,-0.909,9.46,4,2,衰退,需行動,270.3,0,0.0,0,0.0,0,B
31900,一百公尺。,1,False,2025-10-03,2025-09-29,2025-11-02,35,5,5,10891796.0,38224.0,2178359.2,7644.8,3672540.0,2025-10-06~2025-10-12,69,62.4,-0.235,-0.257,-0.113,-0.815,False,上映中,2025-09-29,2025-11-03 11:04:39,-0.873,8.72,3,4,衰退,需行動,284.95,0,0.0,0,0.0,0,B
31904,陰陽眼見子,1,False,2025-09-30,2025-09-29,2025-11-02,35,5,5,292259.0,1163.0,58451.8,232.6,168618.0,2025-09-29~2025-10-05,20,10.6,-0.46,-0.696,-0.573,-0.868,False,上映中,2025-09-29,2025-11-03 11:04:39,-0.968,9.89,4,2,衰退,需行動,251.3,0,0.0,0,0.0,0,D
32087,碰碰狐和貝貝彬歡唱電影：奇幻世界大冒險(國語版),1,False,2025-10-04,2025-09-29,2025-11-02,35,5,5,8452468.0,31502.0,1690493.6,6300.4,4036149.0,2025-10-06~2025-10-12,48,37.2,12.308,3.88,8.796,-0.929,False,上映中,2025-09-29,2025-11-03 11:04:39,-0.948,9.54,3,2,衰退,需行動,268.32,0,0.0,0,0.0,0,B
32098,藤本樹17-26：PART 1,1,False,2025-10-13,2025-10-13,2025-11-02,21,3,3,4392556.0,15311.0,1464185.33,5103.67,1916841.0,2025-10-20~2025-10-26,20,20.0,0.074,-0.283,-0.189,-0.64,False,上映中,2025-10-13,2025-11-03 11:04:39,-0.613,0.0,1,2,衰退,正常,286.89,0,0.0,0,0.0,0,B
32099,創：戰神,1,False,2025-10-08,2025-10-06,2025-11-02,28,4,4,37581810.0,116771.0,9395452.5,29192.75,19442221.0,2025-10-06~2025-10-12,95,93.75,-0.605,-0.609,-0.417,-0.785,False,上映中,2025-10-06,2025-11-03 11:04:39,-0.878,8.92,3,2,衰退,需行動,321.84,0,0.0,0,0.0,0,A
32103,狼來了,1,False,2025-10-09,2025-10-06,2025-11-02,28,4,4,465913.0,1919.0,116478.25,479.75,306617.0,2025-10-06~2025-10-12,62,33.5,-0.72,-0.859,-0.592,-0.913,False,上映中,2025-10-06,2025-11-03 11:04:39,-0.995,9.95,3,1,衰退,需行動,242.79,0,0.0,0,0.0,0,D
32111,徵人啟弒,1,False,2025-10-09,2025-10-06,2025-11-02,28,4,4,6408005.0,24601.0,1602001.25,6150.25,3200102.0,2025-10-06~2025-10-12,72,65.5,-0.631,-0.649,-0.417,-0.762,False,上映中,2025-10-06,2025-11-03 11:04:39,-0.894,8.93,3,2,衰退,需行動,260.48,0,0.0,0,0.0,0,B
32112,風林火山,1,False,2025-10-09,2025-10-06,2025-11-02,28,4,4,11257555.0,42725.0,2814388.75,10681.25,5558047.0,2025-10-06~2025-10-12,83,80.5,-0.634,-0.637,-0.409,-0.764,False,上映中,2025-10-06,2025-11-03 11:04:39,-0.885,8.87,3,2,衰退,需行動,263.49,0,0.0,0,0.0,0,B
32114,藤本樹17-26：PART 2,1,False,2025-10-13,2025-10-13,2025-11-02,21,3,3,4287813.0,14722.0,1429271.0,4907.33,2020737.0,2025-10-20~2025-10-26,20,20.0,0.4,-0.096,-0.064,-0.592,False,上映中,2025-10-13,2025-11-03 11:04:39,-0.43,0.0,1,2,衰退,正常,291.25,0,0.0,0,0.0,0,B
32116,銀魂劇場版 2D 真選組動亂篇,1,False,2025-10-09,2025-10-06,2025-11-02,28,4,4,1675738.0,5518.0,418934.5,1379.5,1009490.0,2025-10-06~2025-10-12,10,9.5,-0.739,-0.738,-0.505,-0.87,False,上映中,2025-10-06,2025-11-03 11:04:39,-0.949,9.57,3,1,衰退,需行動,303.69,0,0.0,0,0.0,0,C
8873,橫山家之味,1,False,2018-06-08,2018-06-04,2018-07-01,28,4,4,226255.0,1090.0,56563.75,272.5,102590.0,2018-06-04~2018-06-10,2,1.75,-0.65,-0.672,-0.387,-0.746,False,下檔,2018-06-04,2025-11-03 11:04:39,-0.904,8.89,3,2,衰退,需行動,207.57,0,0.0,0,0.0,0,D
8878,無人知曉的夏日清晨,1,False,2018-06-08,2018-06-04,2018-06-24,21,3,3,335230.0,1575.0,111743.33,525.0,152730.0,2018-06-11~2018-06-17,2,2.0,-0.547,-0.649,-0.232,-0.751,False,下檔,2018-06-04,2025-11-03 11:04:39,-0.737,0.0,1,2,衰退,正常,212.84,0,0.0,0,0.0,0,D
9161,宿怨,3,True,2018-06-13,2025-09-15,2025-10-12,28,4,4,846855.0,2935.0,211713.75,733.75,443232.0,2025-09-22~2025-09-28,22,15.25,0.284,-0.51,-0.382,-0.937,False,下檔,2018-06-11,2025-11-03 11:04:39,-0.992,9.88,2,2,衰退,需行動,288.54,2,26443700.0,2535,1887508.44,0,C
