gov_id,title_zh,release_round,is_re_release,official_release_date,release_start,release_end,release_days,total_weeks,active_weeks,total_amount,total_tickets,avg_amount_per_week,avg_tickets_per_week,peak_amount,peak_amount_week,peak_theater_count,avg_theater_count,amount_growth_rate,decline_rate_mean,decline_rate_last,is_long_tail,status,release_initial_date,update_at,previous_round_count,previous_total_amount,re_release_gap_days,previous_avg_amount
31748,卡夫卡最後的愛,1,False,2025-09-27,2025-10-06,2025-10-26,21,3,3,180616.0,850.0,60205.33,283.33,95983.0,2025-10-06~2025-10-12,14,12.0,-0.326,-0.339,-0.691,False,上映中,2025-10-06,2025-10-29 12:08:36,0,0.0,0,0.0
31760,鬼巫,1,False,2025-09-12,2025-09-15,2025-10-12,28,4,4,515150.0,2102.0,128787.5,525.5,475081.0,2025-09-15~2025-09-21,67,25.0,-0.927,-0.732,-0.877,False,下檔,2025-09-15,2025-10-29 12:08:36,0,0.0,0,0.0
31767,醜得要命,1,False,2025-09-20,2025-09-22,2025-10-26,35,5,5,440671.0,1844.0,88134.2,368.8,213938.0,2025-09-22~2025-09-28,23,12.0,-0.137,-0.228,-0.563,False,上映中,2025-09-22,2025-10-29 12:08:36,0,0.0,0,0.0
31769,大競走,1,False,2025-09-12,2025-09-15,2025-10-19,35,5,5,3016842.0,12531.0,603368.4,2506.2,1901362.0,2025-09-15~2025-09-21,81,35.0,-0.686,-0.552,-0.963,False,上映中,2025-09-15,2025-10-29 12:08:36,0,0.0,0,0.0
31777,奇幻導航,1,False,2025-10-02,2025-10-06,2025-10-26,21,3,3,1785675.0,6969.0,595225.0,2323.0,1002765.0,2025-10-06~2025-10-12,76,74.33,-0.347,5.473,-0.804,False,上映中,2025-10-06,2025-10-29 12:08:36,0,0.0,0,0.0
31794,劇場版『鏈鋸人 蕾潔篇』,1,False,2025-09-19,2025-09-22,2025-10-26,35,5,5,186464943.0,603328.0,37292988.6,120665.6,49455153.0,2025-09-22~2025-09-28,94,93.8,-0.036,71.987,0.182,False,上映中,2025-09-22,2025-10-29 12:08:36,0,0.0,0,0.0
31796,傲嬌公主的奇幻冒險,1,False,2025-09-20,2025-09-22,2025-10-26,35,5,5,768719.0,3150.0,153743.8,630.0,375702.0,2025-09-22~2025-09-28,35,20.0,-0.163,3.12,-0.666,False,上映中,2025-09-22,2025-10-29 12:08:36,0,0.0,0,0.0
31797,一戰再戰,1,False,2025-09-25,2025-09-29,2025-10-26,28,4,4,18162099.0,59767.0,4540524.75,14941.75,9236937.0,2025-09-29~2025-10-05,83,77.75,-0.383,-0.351,-0.354,False,上映中,2025-09-29,2025-10-29 12:08:36,0,0.0,0,0.0
31799,電影版 神奇柑仔店 錢天堂,1,False,2025-09-26,2025-09-29,2025-10-26,28,4,4,1985705.0,7666.0,496426.25,1916.5,1347080.0,2025-09-29~2025-10-05,67,38.25,-0.632,-0.433,-0.239,False,上映中,2025-09-29,2025-10-29 12:08:36,0,0.0,0,0.0
31801,鬼祭,1,False,2025-09-19,2025-09-22,2025-10-19,28,4,4,410661.0,1572.0,102665.25,393.0,338678.0,2025-09-22~2025-09-28,35,14.0,-0.809,-0.703,-0.744,False,上映中,2025-09-22,2025-10-29 12:08:36,0,0.0,0,0.0
31805,阿蒙怎麼了？,1,False,2025-09-19,2025-09-22,2025-10-12,21,3,3,54865.0,252.0,18288.33,84.0,41940.0,2025-09-22~2025-09-28,13,6.33,-0.699,-0.588,-0.975,False,下檔,2025-09-22,2025-10-29 12:08:36,0,0.0,0,0.0
31808,夢想巨無霸,1,False,2025-10-03,2025-10-06,2025-10-26,21,3,3,1649294.0,6611.0,549764.67,2203.67,1011496.0,2025-10-06~2025-10-12,42,34.67,-0.647,-0.154,-0.211,False,上映中,2025-10-06,2025-10-29 12:08:36,0,0.0,0,0.0
31809,疾速營救,1,False,2025-09-26,2025-09-29,2025-10-26,28,4,4,611506.0,2524.0,152876.5,631.0,535405.0,2025-09-29~2025-10-05,48,21.75,-0.869,-0.539,-0.243,False,上映中,2025-09-29,2025-10-29 12:08:36,0,0.0,0,0.0
31835,沒好婚姻,1,False,2025-09-26,2025-09-29,2025-10-26,28,4,4,2019810.0,7529.0,504952.5,1882.25,1215205.0,2025-09-29~2025-10-05,40,25.75,-0.529,-0.366,-0.525,False,上映中,2025-09-29,2025-10-29 12:08:36,0,0.0,0,0.0
31836,8號出口,1,False,2025-09-19,2025-09-22,2025-10-26,35,5,5,7420179.0,26036.0,1484035.8,5207.2,3585178.0,2025-09-22~2025-09-28,57,39.0,-0.373,-0.428,-0.494,False,上映中,2025-09-22,2025-10-29 12:08:36,0,0.0,0,0.0
31842,蓋比的娃娃屋大電影,1,False,2025-10-03,2025-10-06,2025-10-26,21,3,3,1610421.0,6016.0,536807.0,2005.33,1228374.0,2025-10-06~2025-10-12,75,61.33,-0.796,-0.243,-0.474,False,上映中,2025-10-06,2025-10-29 12:08:36,0,0.0,0,0.0
31863,他年她日,1,False,2025-09-29,2025-09-29,2025-10-26,28,4,4,10431380.0,38543.0,2607845.0,9635.75,5279145.0,2025-09-29~2025-10-05,98,93.75,-0.297,-0.401,-0.581,False,上映中,2025-09-29,2025-10-29 12:08:36,0,0.0,0,0.0
31900,一百公尺。,1,False,2025-10-03,2025-10-06,2025-10-26,21,3,3,8472667.0,29707.0,2824222.33,9902.33,3672540.0,2025-10-06~2025-10-12,69,64.0,-0.226,0.083,-0.311,False,上映中,2025-10-06,2025-10-29 12:08:36,0,0.0,0,0.0
31904,陰陽眼見子,1,False,2025-09-30,2025-10-06,2025-10-26,21,3,3,123201.0,493.0,41067.0,164.33,106176.0,2025-10-06~2025-10-12,20,10.67,-0.871,-0.666,-0.756,False,上映中,2025-10-06,2025-10-29 12:08:36,0,0.0,0,0.0
32087,碰碰狐和貝貝彬歡唱電影：奇幻世界大冒險(國語版),1,False,2025-10-04,2025-10-06,2025-10-26,21,3,3,8240388.0,30696.0,2746796.0,10232.0,4036149.0,2025-10-06~2025-10-12,48,46.67,-0.397,14.969,-0.272,False,上映中,2025-10-06,2025-10-29 12:08:36,0,0.0,0,0.0
8873,橫山家之味,1,False,2018-06-08,2018-06-11,2018-07-01,21,3,3,123665.0,590.0,41221.67,196.67,83785.0,2018-06-11~2018-06-17,2,1.67,-0.621,-0.517,-0.746,False,下檔,2018-06-11,2025-10-29 12:08:36,0,0.0,0,0.0
9161,宿怨,2,True,2018-06-13,2025-09-15,2025-10-12,28,4,4,846855.0,2935.0,211713.75,733.75,443232.0,2025-09-22~2025-09-28,22,15.25,0.284,-0.382,-0.937,False,下檔,2018-06-18,2025-10-29 12:08:36,1,16203762.0,2535,1157411.57
